DRAFT,,,,,,,
CMS,,,,,,,
NADAC Reference File as of 02/07/2013,,,,,,,
NDC Description,NDC,"NADAC
Per Unit",Pharmacy Type Indicator,OTC,Date,Explanation Code,Update
MATZIM LA 360 MG TABLET,52544069430,3.74094,C/I,N,41291.0,1.0,N
MATZIM LA 420 MG TABLET,52544069519,3.45609,C/I,N,41291.0,4.0,N
MATZIM LA 420 MG TABLET,52544069530,3.45609,C/I,N,41291.0,4.0,N
MAXAIR AUTOHALER 0.2 MG AERO,99207028040,11.90752,C/I,N,41279.0,"3, 5",N
MAXALT 10 MG TABLET,00006026718,30.29744,C/I,N,41291.0,2.0,N
MAXALT 5 MG TABLET,00006026618,30.48446,C/I,N,41291.0,2.0,N
MAXALT MLT 10 MG TABLET,00006380112,30.31435,C/I,N,41291.0,2.0,N
MAXALT MLT 10 MG TABLET,00006380118,30.31435,C/I,N,41291.0,2.0,N
MAXALT MLT 5 MG TABLET,00006380012,30.10313,C/I,N,41291.0,2.0,N
MAXALT MLT 5 MG TABLET,00006380018,30.10313,C/I,N,41291.0,2.0,N
MAXARON FORTE TABLET,11528013301,0.86334,C/I,N,41291.0,4.0,N
MAXICHLOR PEH TABLET,58605044401,0.08611,C/I,N,41291.0,4.0,N
MAXICHLOR PSE TABLET,58605044201,0.05054,C/I,N,41291.0,4.0,N
MAXICHLOR PSE TABLET,58605044228,0.05054,C/I,N,41291.0,4.0,N
MAXIFED TABLET,58605040601,0.32336,C/I,N,41291.0,1.0,N
"MAXIMUM D3 10,000 UNITS CAP",66594099905,0.68292,C/I,Y,41291.0,1.0,N
MAXIPHEN TABLET,58605042201,0.07757,C/I,Y,41291.0,1.0,N
MAXZIDE 37.5 MG-25 MG TABLET,00378046401,1.2479,C/I,N,41278.0,3.0,N
MECLIZINE 12.5 MG TABLET,00781134501,0.22663,C/I,Y,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,59746012206,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,59746012210,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,00378548510,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,00378548577,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,00536398501,0.22663,C/I,Y,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,00536398510,0.22663,C/I,Y,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,65162044110,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,65162044111,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,65162044150,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,68084049001,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,49884003401,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,49884003410,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,51079008901,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 12.5 MG TABLET,51079008920,0.22663,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,00781137501,0.2637,C/I,Y,41291.0,1.0,N
MECLIZINE 25 MG TABLET,59746012106,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,59746012110,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,00378548610,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,00378548677,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,68084049101,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,65162044210,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,65162044211,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,65162044250,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,51079009001,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,51079009020,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,49884003501,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET,49884003510,0.2637,C/I,N,41291.0,1.0,N
MECLIZINE 25 MG TABLET CHEW,00536399001,0.03017,C/I,Y,41291.0,1.0,N
MECLOFENAMATE 100 MG CAPSULE,00378300001,4.155,C/I,N,41291.0,4.0,N
MECLOFENAMATE 100 MG CAPSULE,00378300005,4.155,C/I,N,41291.0,4.0,N
MEDI PADS,00904505960,0.02476,C/I,Y,41291.0,"1, 5",N
MEDI-PHEDRYL 25 MG CAPSULE,49614046262,0.03183,C/I,Y,41291.0,1.0,N
MEDI-PHEDRYL 25 MG CAPSULE,49614046278,0.03183,C/I,Y,41291.0,1.0,N
MEDICATED WIPES,46122005567,0.08892,C/I,Y,41291.0,"4, 5",N
MEDROL 2 MG TABLET,00009004902,0.71793,C/I,N,41291.0,4.0,N
MEDROL 4 MG DOSEPAK,00009005604,1.3581,C/I,N,41291.0,4.0,N
MEDROXYPROGESTERONE 10 MG TAB,59762374202,0.0623,C/I,N,41291.0,"1, 6",N
MEDROXYPROGESTERONE 10 MG TAB,59762374208,0.0623,C/I,N,41291.0,"1, 6",N
MEDROXYPROGESTERONE 10 MG TAB,00555077902,0.0623,C/I,N,41291.0,1.0,N
MEDROXYPROGESTERONE 10 MG TAB,00555077904,0.0623,C/I,N,41291.0,1.0,N
MEDROXYPROGESTERONE 150 MG/ML,00703680101,39.79643,C/I,N,41291.0,"1, 5",N
MEDROXYPROGESTERONE 150 MG/ML,59762453701,39.79643,C/I,N,41291.0,"1, 5, 6",N
MEDROXYPROGESTERONE 150 MG/ML,59762453801,47.74633,C/I,N,41291.0,"1, 5, 6",N
MEDROXYPROGESTERONE 150 MG/ML,59762453802,47.74633,C/I,N,41291.0,"1, 5, 6",N
MEDROXYPROGESTERONE 150 MG/ML,59762453809,47.74633,C/I,N,41291.0,"1, 5, 6",N
MEDROXYPROGESTERONE 2.5 MG TAB,59762374001,0.05771,C/I,N,41291.0,"1, 6",N
MEDROXYPROGESTERONE 2.5 MG TAB,59762374005,0.05771,C/I,N,41291.0,"1, 6",N
MEDROXYPROGESTERONE 2.5 MG TAB,00555087202,0.05771,C/I,N,41291.0,1.0,N
MEDROXYPROGESTERONE 2.5 MG TAB,00555087204,0.05771,C/I,N,41291.0,1.0,N
MEDROXYPROGESTERONE 2.5 MG TAB,68084055321,0.05771,C/I,N,41291.0,1.0,N
MEDROXYPROGESTERONE 5 MG TAB,59762374101,0.06738,C/I,N,41291.0,"1, 6",N
MEDROXYPROGESTERONE 5 MG TAB,59762374104,0.06738,C/I,N,41291.0,"1, 6",N
MEDROXYPROGESTERONE 5 MG TAB,00555087302,0.06738,C/I,N,41291.0,1.0,N
MEDROXYPROGESTERONE 5 MG TAB,00555087304,0.06738,C/I,N,41291.0,1.0,N
MEFENAMIC ACID 250 MG CAPSULE,00574019501,11.03097,C/I,N,41291.0,1.0,N
MEFENAMIC ACID 250 MG CAPSULE,00574019530,11.03097,C/I,N,41291.0,1.0,N
MEFENAMIC ACID 250 MG CAPSULE,68180018506,11.03097,C/I,N,41291.0,1.0,N
MEFENAMIC ACID 250 MG CAPSULE,66993007030,11.03097,C/I,N,41291.0,"1, 6",N
MEFLOQUINE HCL 250 MG TABLET,00781507686,5.35055,C/I,N,41291.0,1.0,N
MEFLOQUINE HCL 250 MG TABLET,00054002511,5.35055,C/I,N,41291.0,1.0,N
MEFLOQUINE HCL 250 MG TABLET,00143128222,5.35055,C/I,N,41291.0,1.0,N
MEFLOQUINE HCL 250 MG TABLET,00555017178,5.35055,C/I,N,41291.0,1.0,N
MEGACE ES 625 MG/5 ML SUSP,49884094969,4.08539,C/I,N,41281.0,"3, 5",N
MEGESTROL 20 MG TABLET,00054860325,0.12936,C/I,N,41291.0,1.0,N
MEGESTROL 20 MG TABLET,00054460325,0.12936,C/I,N,41291.0,1.0,N
MEGESTROL 20 MG TABLET,00555060602,0.12936,C/I,N,41291.0,1.0,N
MEGESTROL 20 MG TABLET,49884028901,0.12936,C/I,N,41291.0,1.0,N
MEGESTROL 20 MG TABLET,51079043401,0.12936,C/I,N,41291.0,1.0,N
MEGESTROL 20 MG TABLET,51079043420,0.12936,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,00904357161,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,00054460425,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,00054860425,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,63739016510,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,00555060702,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,00555060704,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,51079043501,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,51079043520,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,49884029001,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,49884029004,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL 40 MG TABLET,49884029005,0.17497,C/I,N,41291.0,1.0,N
MEGESTROL ACET 40 MG/ML SUSP,00054354258,0.0688,C/I,N,41291.0,"1, 5",N
MEGESTROL ACET 40 MG/ML SUSP,60432012608,0.0688,C/I,N,41291.0,"1, 5",N
MEGESTROL ACET 40 MG/ML SUSP,60432012616,0.07989,C/I,N,41291.0,"1, 5",N
MEGESTROL ACET 40 MG/ML SUSP,60505036801,0.0688,C/I,N,41291.0,"1, 5",N
MEGESTROL ACET 40 MG/ML SUSP,49884090738,0.0688,C/I,N,41291.0,"1, 5",N
MEGESTROL ACET 40 MG/ML SUSP,49884090761,0.07989,C/I,N,41291.0,"1, 5",N
MELATONIN 3 MG TABLET,00536641208,0.08388,C/I,Y,41291.0,4.0,N
MELOXICAM 15 MG TABLET,00093729901,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,61442012701,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,61442012710,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,60505357901,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,60505255401,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,60505255408,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,54458096405,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,54458096410,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,54458092305,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,54458090902,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,00378108901,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,00378108905,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,65862009801,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,65862009805,0.02958,C/I,N,41291.0,"1, 6",N
MELOXICAM 15 MG TABLET,68180050201,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,68180050203,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,68462014101,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,68382005101,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,68382005105,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,29300012501,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,29300012510,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,51079045901,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 15 MG TABLET,51079045920,0.02958,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,00093723401,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,54458096510,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,60505255301,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,60505255308,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,61442012601,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,61442012610,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,60505357801,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,00378106601,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,00378106605,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,68382005001,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,68382005005,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,68462014001,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,68180050101,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,68180050103,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,65862009701,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,65862009705,0.03033,C/I,N,41291.0,"1, 6",N
MELOXICAM 7.5 MG TABLET,51079045701,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,51079045720,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,29300012401,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG TABLET,29300012410,0.03033,C/I,N,41291.0,1.0,N
MELOXICAM 7.5 MG/5 ML SUSP,00054022849,0.5422,C/I,N,41291.0,"4, 5, 6",N
MELQUIN HP 4% CREAM,58980047210,0.47332,C/I,N,41291.0,"1, 5",N
MELQUIN-3 SOLUTION,58980047610,0.31944,C/I,N,41291.0,"4, 5",N
MENEST 0.3 MG TABLET,61570007201,0.77338,C/I,N,41291.0,2.0,N
MENEST 0.625 MG TABLET,61570007301,1.0916,C/I,N,41291.0,2.0,N
MENEST 1.25 MG TABLET,61570007401,1.51184,C/I,N,41291.0,4.0,N
MENOSTAR 14 MCG/DAY PATCH,50419045504,21.57738,C/I,N,41306.0,3.0,Y
MENSTRUAL RELIEF CAPLET,37205033962,0.05642,C/I,Y,41291.0,4.0,N
MENTAX 1% CREAM,00378615146,4.6923,C/I,N,41278.0,"3, 5",N
MENTAX 1% CREAM,00378615149,4.97503,C/I,N,41278.0,"3, 5",N
MEPERIDINE 100 MG TABLET,00054459625,0.31505,C/I,N,41291.0,1.0,N
MEPERIDINE 100 MG TABLET,00555038202,0.31505,C/I,N,41291.0,1.0,N
MEPERIDINE 100 MG TABLET,42806005101,0.31505,C/I,N,41291.0,1.0,N
MEPERIDINE 50 MG TABLET,00603441521,0.18078,C/I,N,41291.0,1.0,N
MEPERIDINE 50 MG TABLET,00054459525,0.18078,C/I,N,41291.0,1.0,N
MEPERIDINE 50 MG TABLET,00054859511,0.18078,C/I,N,41291.0,1.0,N
MEPERIDINE 50 MG TABLET,00555038102,0.18078,C/I,N,41291.0,1.0,N
MEPERIDINE 50 MG TABLET,42806005001,0.18078,C/I,N,41291.0,1.0,N
MEPERIDINE 50 MG TABLET,51224015550,0.18078,C/I,N,41291.0,1.0,N
MEPERITAB 100 MG TABLET,00603441621,0.31505,C/I,N,41291.0,1.0,N
MEPHYTON 5 MG TABLET,25010040515,9.21181,C/I,N,41291.0,3.0,N
MEPROBAMATE 200 MG TABLET,23155012801,0.75653,C/I,N,41291.0,1.0,N
MEPROBAMATE 200 MG TABLET,55111064001,0.75653,C/I,N,41291.0,1.0,N
MEPROBAMATE 200 MG TABLET,00591523901,0.75653,C/I,N,41291.0,1.0,N
MEPROBAMATE 400 MG TABLET,23155012901,1.1602,C/I,N,41291.0,1.0,N
MEPROBAMATE 400 MG TABLET,55111064101,1.1602,C/I,N,41291.0,1.0,N
MEPROBAMATE 400 MG TABLET,00591523801,1.1602,C/I,N,41291.0,1.0,N
MEPRON 750 MG/5 ML SUSPENSION,00173066518,5.3375,C/I,N,41291.0,"2, 5",N
MEPRON 750 MG/5 ML SUSPENSION,00173054700,5.3375,C/I,N,41291.0,"2, 5",N
MERCAPTOPURINE 50 MG TABLET,00054458111,0.97777,C/I,N,41291.0,1.0,N
MERCAPTOPURINE 50 MG TABLET,00054458127,0.97777,C/I,N,41291.0,1.0,N
MERCAPTOPURINE 50 MG TABLET,00093551006,0.97777,C/I,N,41291.0,"1, 6",N
MERCAPTOPURINE 50 MG TABLET,00378354725,0.97777,C/I,N,41291.0,1.0,N
MERCAPTOPURINE 50 MG TABLET,00378354752,0.97777,C/I,N,41291.0,1.0,N
MERCAPTOPURINE 50 MG TABLET,68084032521,0.97777,C/I,N,41291.0,1.0,N
MERCAPTOPURINE 50 MG TABLET,49884092202,0.97777,C/I,N,41291.0,1.0,N
MERCAPTOPURINE 50 MG TABLET,49884092204,0.97777,C/I,N,41291.0,1.0,N
MESALAMINE 4 GM/60 ML ENEMA,43386051087,0.20207,C/I,N,41291.0,"1, 5, 6",N
MESALAMINE 4 GM/60 ML ENEMA,45802009828,0.20188,C/I,N,41291.0,"1, 5",N
MESALAMINE 4 GM/60 ML ENEMA,45802009851,0.20207,C/I,N,41291.0,"1, 5",N
MESALAMINE 4 GM/60 ML KIT,45802092341,18.9095,C/I,N,41291.0,4.0,N
MESALAMINE 4 GM/60 ML KIT,45802092349,18.9095,C/I,N,41291.0,4.0,N
MESEHIST DM LIQUID,13811008516,0.04733,C/I,Y,41291.0,"1, 5",N
MESEHIST WC LIQUID,13811007516,0.05277,C/I,N,41291.0,"1, 5",N
MESTINON 180 MG TIMESPAN,00187301330,4.16352,C/I,N,41291.0,2.0,N
MESTINON 60 MG TABLET,00187301030,2.5017,C/I,N,41291.0,4.0,N
METADATE CD 10 MG CAPSULE,53014057907,5.52113,C/I,N,41291.0,2.0,N
METADATE CD 20 MG CAPSULE,53014058007,5.5728,C/I,N,41291.0,3.0,N
METADATE CD 30 MG CAPSULE,53014058107,5.50122,C/I,N,41291.0,2.0,N
METADATE CD 40 MG CAPSULE,53014058207,7.7349,C/I,N,41291.0,2.0,N
METADATE CD 50 MG CAPSULE,53014058307,9.49283,C/I,N,41291.0,4.0,N
METADATE CD 60 MG CAPSULE,53014058407,9.48658,C/I,N,41291.0,4.0,N
METADATE ER 20 MG TABLET,53014059407,0.44475,C/I,N,41291.0,1.0,N
METAFIBER POWDER,62107003740,0.01745,C/I,Y,41291.0,"4, 5",N
METAFIBER POWDER,62107007804,0.01133,C/I,Y,41291.0,"4, 5",N
METAFIBER POWDER,62107007904,0.01133,C/I,Y,41291.0,"4, 5",N
METAMUCIL MULTIHEALTH POWDER,37000058723,0.02062,C/I,Y,41291.0,"4, 5, 6",N
METAMUCIL PACKET,37000002304,0.2722,C/I,Y,41291.0,"2, 6",N
METAMUCIL PACKET S-F,37000002404,0.26467,C/I,Y,41291.0,"2, 6",N
METAMUCIL POWDER,37000002406,0.01968,C/I,Y,41291.0,"1, 5, 6",N
METAMUCIL POWDER,37000045402,0.02284,C/I,Y,41291.0,"2, 5, 6",N
METAMUCIL POWDER,37000045405,0.01968,C/I,Y,41291.0,"1, 5, 6",N
METAMUCIL POWDER,37000002305,0.0134,C/I,Y,41291.0,"1, 5, 6",N
METAMUCIL POWDER,37000002306,0.01129,C/I,Y,41291.0,"4, 5, 6",N
METAMUCIL POWDER,37000002307,0.00936,C/I,Y,41291.0,"1, 5, 6",N
METAMUCIL POWDER,37000002401,0.02727,C/I,Y,41291.0,"2, 5, 6",N
METAMUCIL POWDER,37000002402,0.02284,C/I,Y,41291.0,"2, 5, 6",N
METAXALONE 800 MG TABLET,00185044801,3.6697,C/I,N,41291.0,1.0,N
METAXALONE 800 MG TABLET,00185044810,3.6697,C/I,N,41291.0,1.0,N
METAXALONE 800 MG TABLET,64720032110,3.6697,C/I,N,41291.0,"1, 6",N
"METFORMIN HCL 1,000 MG TABLET",00904585140,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00904585152,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00904585189,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00904585193,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00904609261,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00603446921,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00603446928,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00603446932,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00781505201,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00781505205,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00781505261,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",23155010401,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",23155010405,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",23155010410,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00093721401,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00093721410,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00093721498,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",62037067610,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",62584045201,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",57664047413,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",57664047418,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",57664047451,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",57664047453,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",57664047458,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",57664047488,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",57664047499,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",60505019200,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",60505019201,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",60505019204,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",60505019208,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",59762432200,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",59762432202,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",59762432206,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00378024401,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",00378718705,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",65162022010,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",65162022011,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",65162022050,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",65162017710,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",65162017711,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",65162017750,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",65862001001,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",65862001005,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",65862001099,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",67877022101,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",67877022105,0.03578,C/I,N,41291.0,"1, 6",N
"METFORMIN HCL 1,000 MG TABLET",67877022110,0.03578,C/I,N,41291.0,"1, 6",N
"METFORMIN HCL 1,000 MG TABLET",68382003001,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",68382003005,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",68382003010,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",68462016101,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",68462016105,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",68462016110,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",68462016190,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",43547025010,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",43547025011,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",43547025050,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",51079099501,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",51079099520,0.03578,C/I,N,41291.0,1.0,N
"METFORMIN HCL 1,000 MG TABLET",51079017401,0.03578,C/I,N,41291.0,"1, 6",N
"METFORMIN HCL 1,000 MG TABLET",51079017420,0.03578,C/I,N,41291.0,"1, 6",N
METFORMIN HCL 500 MG TABLET,23155010201,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,23155010205,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,23155010210,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00781505001,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00781505005,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00781505010,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00781505061,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00603446721,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00603446728,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00603446732,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00904609061,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00904584914,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00904584918,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00904584940,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00904584952,0.01908,C/I,N,41291.0,1.0,N
METFORMIN HCL 500 MG TABLET,00904584953,0.01908,C/I,N,41291.0,1.0,N
