,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 03/12/2014,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
LITHIUM CARBONATE 600 MG CAP,00054853125,0.10720,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE 600 MG CAP,00143319001,0.10720,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE 600 MG CAP,31722054601,0.10720,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE 600 MG CAP,68462022201,0.10720,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE ER 300 MG TB,00054002125,0.19749,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE ER 300 MG TB,00054002129,0.19749,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE ER 300 MG TB,00378130001,0.19749,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE ER 300 MG TB,00378130005,0.19749,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE ER 300 MG TB,51079018001,0.19749,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE ER 300 MG TB,51079018020,0.19749,02/19/2014,EA,C/I,N,1,G,,
LITHIUM CARBONATE ER 300 MG TB,68462022301,0.19749,02/19/2014,EA,C/I,N,1,G,,
LITHIUM ER 450 MG TABLET,00054002025,0.30679,02/19/2014,EA,C/I,N,1,G,,
LITHIUM ER 450 MG TABLET,00378145001,0.30679,02/19/2014,EA,C/I,N,1,G,,
LITHIUM ER 450 MG TABLET,51079014201,0.30679,02/19/2014,EA,C/I,N,1,G,,
LITHIUM ER 450 MG TABLET,51079014220,0.30679,02/19/2014,EA,C/I,N,1,G,,
LITHIUM ER 450 MG TABLET,68084054801,0.30679,02/19/2014,EA,C/I,N,1,G,,
LITHIUM ER 450 MG TABLET,68084065501,0.30679,02/26/2014,EA,C/I,N,"1, 6",G,,
LITHIUM ER 450 MG TABLET,68462022401,0.30679,02/19/2014,EA,C/I,N,1,G,,
LITHOBID 300 MG TABLET SA,68968449201,2.90003,01/08/2014,EA,C/I,N,2,B,0.19749,02/19/2014
LIVALO 1 MG TABLET,00002477090,4.85229,11/21/2013,EA,C/I,N,2,B,,
LIVALO 1 MG TABLET,66869010490,4.85229,11/21/2013,EA,C/I,N,2,B,,
LIVALO 2 MG TABLET,00002477190,4.83929,11/21/2013,EA,C/I,N,2,B,,
LIVALO 2 MG TABLET,66869020490,4.83929,11/21/2013,EA,C/I,N,2,B,,
LIVALO 4 MG TABLET,00002477290,4.85272,11/21/2013,EA,C/I,N,2,B,,
LIVALO 4 MG TABLET,66869040490,4.85272,11/21/2013,EA,C/I,N,2,B,,
LO LOESTRIN FE 1-10 TABLET,00430042014,2.86960,04/01/2013,EA,C/I,N,2,B,,
LODOSYN 25 MG TABLET,25010071115,9.89255,01/31/2014,EA,C/I,N,2,B,,
LODRANE D CAPSULE,00095086006,0.50803,02/19/2014,EA,C/I,Y,1,G,,
LOESTRIN 24 FE TABLET,00430053014,2.85678,04/01/2013,EA,C/I,N,4,B,,
LOESTRIN FE 1-20 TABLET,51285008070,3.25467,01/01/2014,EA,C/I,N,2,B-ANDA,0.52085,02/19/2014
LOESTRIN FE 1-20 TABLET,51285008198,3.25467,01/01/2014,EA,C/I,N,2,B-ANDA,0.52085,02/19/2014
LOESTRIN FE 1.5-30 TABLET,51285008370,3.06553,02/19/2014,EA,C/I,N,1,B-ANDA,0.61430,02/19/2014
LOESTRIN FE 1.5-30 TABLET,51285008498,3.06553,02/19/2014,EA,C/I,N,1,B-ANDA,0.61430,02/19/2014
LOMOTIL 2.5-0.025 MG TABLET,00025006131,1.40948,01/01/2014,EA,C/I,N,2,B,0.13204,02/19/2014
LONG ACTING 0.05% NASAL SPRAY,24385030410,0.05538,02/19/2014,ML,C/I,Y,"1, 5",G,,
LOPERAMIDE 1 MG/5 ML LIQUID,50383061804,0.02146,01/22/2014,ML,C/I,Y,"4, 5",G,,
LOPERAMIDE 1 MG/7.5 ML LIQUID,46122011126,0.02429,02/19/2014,ML,C/I,Y,"1, 5",G,,
LOPERAMIDE 1 MG/7.5 ML SUSP,00113064526,0.02429,02/19/2014,ML,C/I,Y,"1, 5",G,,
LOPERAMIDE 1 MG/7.5 ML SUSP,00904625620,0.02429,02/19/2014,ML,C/I,Y,"1, 5",G,,
LOPERAMIDE 2 MG CAPSULE,00093031101,0.13336,02/19/2014,EA,C/I,N,1,G,,
LOPERAMIDE 2 MG CAPSULE,00093031105,0.13336,02/19/2014,EA,C/I,N,1,G,,
LOPERAMIDE 2 MG CAPSULE,00378210001,0.13336,02/19/2014,EA,C/I,N,1,G,,
LOPERAMIDE 2 MG CAPSULE,00378210005,0.13336,02/19/2014,EA,C/I,N,1,G,,
LOPERAMIDE 2 MG CAPSULE,51079069001,0.13336,02/19/2014,EA,C/I,N,1,G,,
LOPERAMIDE 2 MG CAPSULE,51079069017,0.13336,02/19/2014,EA,C/I,N,1,G,,
LOPERAMIDE 2 MG CAPSULE,51079069019,0.13336,02/19/2014,EA,C/I,N,1,G,,
LOPERAMIDE 2 MG CAPSULE,51079069020,0.13336,02/19/2014,EA,C/I,N,1,G,,
LOPROX 1% SHAMPOO,99207001010,3.45174,01/07/2014,ML,C/I,N,"4, 5",B,0.69973,02/19/2014
LORATADINE 10 MG TABLET,00067067410,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,00067067430,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,00067607010,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,00067607030,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,00781507701,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,00781507764,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,00781507776,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,00904607461,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,24385047152,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,24385047165,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,24385047176,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,24385047178,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,24385047199,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,37205034647,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,37205034652,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,37205034660,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,37205034665,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,37205034672,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,37205034675,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,45802065065,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,45802065078,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,45802065087,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,46122015865,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,51079024601,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,51079024620,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,51660052601,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,51660052605,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,51660052628,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,51660052631,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,60505014701,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,60505014708,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 10 MG TABLET,68084024801,0.06062,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE 5 MG/5 ML SOLN,00904623420,0.04283,02/19/2014,ML,C/I,Y,"1, 5",G,,
LORATADINE 5 MG/5 ML SYRUP,24385054326,0.04283,02/19/2014,ML,C/I,Y,"1, 5",G,,
LORATADINE 5 MG/5 ML SYRUP,51672207308,0.04283,02/19/2014,ML,C/I,Y,"1, 5",G,,
LORATADINE 5 MG/5 ML SYRUP,51672208508,0.04283,02/19/2014,ML,C/I,Y,"1, 5",G,,
LORATADINE ALLERGY 5 MG/5 ML,54838055840,0.04283,02/19/2014,ML,C/I,Y,"1, 5",G,,
LORATADINE HIVES 5 MG/5 ML,54838055440,0.04283,02/19/2014,ML,C/I,Y,"1, 5",G,,
LORATADINE-D 12 HOUR TABLET,45802010639,0.58989,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE-D 12 HOUR TABLET,45802010652,0.58989,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE-D 12 HOUR TABLET,45802010660,0.58989,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE-D 12 HOUR TABLET,46122010952,0.58989,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE-D 12 HOUR TABLET,46122010965,0.58989,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE-D 24HR TABLET,00904583315,0.47339,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE-D 24HR TABLET,00904583348,0.47339,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE-D 24HR TABLET,24385035122,0.47339,02/19/2014,EA,C/I,Y,1,G,,
LORATADINE-D 24HR TABLET,46122020622,0.47339,02/19/2014,EA,C/I,Y,1,G,,
LORAZEPAM 0.5 MG TABLET,00228205710,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00228205750,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00378232101,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00378232105,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00591024001,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00591024005,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00591024010,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00603424621,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00603424628,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00603424632,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00781540401,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00781540405,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00904598061,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00904600740,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,00904600760,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,51079041701,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,51079041720,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,51079041721,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,51079041756,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,63304077201,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,63304077205,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,63304077290,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,63739049910,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,64125090401,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,64125090405,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,64125090410,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,68084008801,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 0.5 MG TABLET,68084041201,0.02576,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00228205910,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00228205950,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00378245701,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00378245710,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00591024101,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00591024105,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00591024110,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00603424721,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00603424728,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00603424732,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00781540601,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00781540605,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00904598161,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,00904600860,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,51079038601,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,51079038620,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,51079038621,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,51079038656,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,63304077301,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,63304077305,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,63304077310,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,63304077390,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,63739050010,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,64125090501,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,64125090505,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,64125090510,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,68084008901,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 1 MG TABLET,68084041301,0.02782,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00093482210,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00228206310,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00228206350,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00378277701,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00378277705,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00591024201,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00591024205,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00591024210,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00603424821,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00603424828,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00603424832,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00781540801,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00781540805,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00904598261,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,00904600960,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,51079038701,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,51079038720,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,51079038721,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,63304077401,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,63304077405,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,63304077490,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,63739050110,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,64125090601,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,64125090605,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,64125090610,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,68084009001,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG TABLET,68084041401,0.05179,02/19/2014,EA,C/I,N,1,G,,
LORAZEPAM 2 MG/ML ORAL CONCENT,00121077001,0.85442,02/19/2014,ML,C/I,N,"1, 5",G,,
LORAZEPAM 2 MG/ML ORAL CONCENT,00574016330,0.85442,02/19/2014,ML,C/I,N,"1, 5",G,,
LORAZEPAM 2 MG/ML ORAL CONCENT,50383070530,0.85442,02/19/2014,ML,C/I,N,"1, 5",G,,
LORAZEPAM 2 MG/ML ORAL CONCENT,65162068784,0.85442,02/19/2014,ML,C/I,N,"1, 5",G,,
LORAZEPAM 2 MG/ML VIAL,00641604425,0.73976,10/24/2013,ML,C/I,N,"4, 5, 6",G,,
LORAZEPAM 2 MG/ML VIAL,00409678002,0.75432,01/22/2014,ML,C/I,N,"4, 5",G,,
LORAZEPAM 2 MG/ML VIAL,76329826101,0.75432,01/22/2014,ML,C/I,N,"4, 5",G,,
LORAZEPAM 2 MG/ML VIAL,00409677802,0.89567,02/19/2014,ML,C/I,N,"1, 5",G,,
LORAZEPAM 2 MG/ML VIAL,17478004001,0.89567,02/19/2014,ML,C/I,N,"1, 5",G,,
LORAZEPAM 20 MG/10 ML VIAL,00641604610,0.75432,01/22/2014,ML,C/I,N,"4, 5, 6",G,,
LORAZEPAM 20 MG/10 ML VIAL,00641605010,0.75432,01/22/2014,ML,C/I,N,"4, 5",G,,
LORAZEPAM 20 MG/10 ML VIAL,00641604601,0.89567,02/19/2014,ML,C/I,N,"1, 5, 6",G,,
LORAZEPAM 20 MG/10 ML VIAL,00641605001,0.89567,02/19/2014,ML,C/I,N,"1, 5",G,,
LORAZEPAM INTENSOL 2 MG/ML,00054353244,0.85442,02/19/2014,ML,C/I,N,"1, 5",G,,
LORTAB 10 MG-300 MG/15 ML ELXR,00095909016,0.37489,02/19/2014,ML,C/I,N,"1, 5",B-ANDA,,
LORTAB 10-500 TABLET,50474091001,1.86549,12/18/2013,EA,C/I,N,"4, 6",B-ANDA,0.19386,01/22/2014
LORTAB 10-500 TABLET,50474091050,1.86549,12/18/2013,EA,C/I,N,"4, 6",B-ANDA,0.19386,01/22/2014
LORTAB 10-500 TABLET,50474091060,1.86549,12/18/2013,EA,C/I,N,"4, 6",B-ANDA,0.19386,01/22/2014
LORTAB 5 MG-500 MG TABLET,50474090201,1.64670,10/24/2013,EA,C/I,N,"4, 6",B-ANDA,0.04773,01/22/2014
LORTAB 5 MG-500 MG TABLET,50474090250,1.64670,10/24/2013,EA,C/I,N,"4, 6",B-ANDA,0.04773,01/22/2014
LORTAB 7.5-500 TABLET,50474090701,1.78671,12/18/2013,EA,C/I,N,"4, 6",B-ANDA,0.08118,01/22/2014
LORTAB 7.5-500 TABLET,50474090750,1.78671,12/18/2013,EA,C/I,N,"4, 6",B-ANDA,0.08118,01/22/2014
LORTUSS DM LIQUID,50991059816,0.14533,02/19/2014,ML,C/I,Y,"1, 5",G,,
LORYNA 3 MG-0.02 MG TABLET,00781565615,1.93574,02/19/2014,EA,C/I,N,1,G,,
LORZONE 375 MG TABLET,68025004610,4.62872,03/03/2014,EA,C/I,N,"3, 6",B-ANDA,,
LORZONE 750 MG TABLET,68025004710,5.19682,03/03/2014,EA,C/I,N,"3, 6",B-ANDA,,
LOSARTAN POTASSIUM 100 MG TAB,00054012522,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00093736610,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00093736656,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00093736698,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00245019590,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00378404377,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00378404393,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00603422602,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00603422616,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00603422632,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00781570210,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00781570231,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,00781570292,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,13668011510,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,13668011530,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,13668011590,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,16571050211,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,16714058301,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,16714058302,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,16714058303,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,59746033590,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,60505316203,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,60505316209,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,63739051510,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,65862020330,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,65862020390,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,65862020399,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,68084034801,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,68180021203,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,68180021209,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,68382013706,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,68382013710,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,68382013716,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,68645041070,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 100 MG TAB,68645041170,0.09699,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,00054012322,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,00093736410,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,00093736498,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,00378404177,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,00603422402,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,00603422432,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,00781570010,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,00781570092,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,13668011310,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,13668011390,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,16571050050,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,16714058102,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,16714058103,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,59746033390,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,60505316009,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,63739051310,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,65862020190,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,65862020199,0.05419,02/19/2014,EA,C/I,N,1,G,,
LOSARTAN POTASSIUM 25 MG TAB,68084034601,0.05419,02/19/2014,EA,C/I,N,1,G,,
