DRAFT,,,,,,,,
CMS,,,,,,,,
NADAC Reference File as of 03/21/2013,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting"
LOSARTAN POTASSIUM 100 MG TAB,16714058301,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,16714058302,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,16714058303,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,00781580710,0.10457,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN POTASSIUM 100 MG TAB,00781580731,0.10457,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN POTASSIUM 100 MG TAB,00781580792,0.10457,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN POTASSIUM 100 MG TAB,00781570210,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,00781570231,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,00781570292,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,00603422602,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,00603422616,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,00603422632,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,65862020330,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,65862020390,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,65862020399,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,63739051510,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,60505316203,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,60505316209,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,68084034801,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,68180021203,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,68180021209,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,68645041170,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,68382013706,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,68382013710,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 100 MG TAB,68382013716,0.10457,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,00378404177,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,00093736410,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,00093736498,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,00054012322,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,16714058102,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,16714058103,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,16571050050,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,13668011310,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,13668011390,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,00603422402,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,00603422432,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,00781580510,0.05644,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN POTASSIUM 25 MG TAB,00781580592,0.05644,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN POTASSIUM 25 MG TAB,00781570010,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,00781570092,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,60505316009,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,63739051310,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,65862020190,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,65862020199,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,51079075001,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,51079075020,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,59762007001,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,68382013506,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,68382013510,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,68382013516,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,68645040770,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,68180021003,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,68180021009,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 25 MG TAB,68084034601,0.05644,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00378404277,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00378404293,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00245019401,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00054012422,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00093736510,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00093736556,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00093736598,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,13668011410,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,13668011430,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,13668011490,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,13668040910,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,13668040930,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,13668040990,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,16571050111,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,16714058201,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,16714058202,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,16714058203,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00781570110,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00781570131,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00781570192,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00781580610,0.07336,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN POTASSIUM 50 MG TAB,00781580631,0.07336,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN POTASSIUM 50 MG TAB,00781580692,0.07336,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN POTASSIUM 50 MG TAB,00603422502,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00603422516,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,00603422532,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,65862020230,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,65862020290,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,65862020299,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,63739051410,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,60505316103,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,60505316109,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,59762007102,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,68084034701,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,68180021103,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,68180021109,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,68645040970,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,68382013606,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,68382013610,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN POTASSIUM 50 MG TAB,68382013616,0.07336,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00378141977,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00093736910,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00093736956,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00093736998,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00054027722,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,16714022401,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,16714022402,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,13668011710,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,13668011730,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,13668011790,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00603422902,0.1264,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00603422916,0.1264,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00603422932,0.1264,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00781581710,0.1264,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00781581731,0.1264,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00781581792,0.1264,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00781520431,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,00781520492,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,60505291603,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,60505291609,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,63739052810,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,65862046930,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,65862046990,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,65862046999,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,68180021603,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,68180021606,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5 MG TAB,68180021609,0.1264,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00378142077,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00378142093,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00054012722,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00093736810,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00093736856,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00093736898,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,13668011810,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,13668011830,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,13668011890,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,16714022501,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,16714022502,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,16714022504,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00781520710,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00781520731,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00781520792,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00781581810,0.12612,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00781581831,0.12612,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00781581892,0.12612,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00603423002,0.12612,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00603423016,0.12612,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,00603423032,0.12612,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,65862047030,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,65862047090,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,65862047099,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,63739052910,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,60505291703,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,60505291709,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,68180021703,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,68180021706,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,68180021709,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,68382014306,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,68382014310,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 100-25 MG TAB,68382014316,0.12612,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00378141877,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00378141893,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00093736710,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00093736756,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00093736798,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00054012622,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,16714022601,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,16714022602,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,16714022604,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,13668011610,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,13668011630,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,13668011690,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00603422802,0.08842,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00603422816,0.08842,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00603422832,0.08842,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00781581610,0.08842,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00781581631,0.08842,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00781581692,0.08842,41354.0,EA,C/I,N,"1, 6",G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00781520610,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00781520631,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,00781520692,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,60505291503,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,60505291509,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,63739052710,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,65862046830,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,65862046890,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,65862046899,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,51079075701,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,51079075720,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,68382014206,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,68382014210,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,68382014216,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,68180021503,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,68180021506,0.08842,41354.0,EA,C/I,N,1,G
LOSARTAN-HYDROCHLOROTHIAZIDE 50-12.5 MG TAB,68180021509,0.08842,41354.0,EA,C/I,N,1,G
LOSEASONIQUE TABLET,51285009287,2.22704,41326.0,EA,C/I,N,4,B
LOTEMAX 0.5% EYE DROPS,24208029905,23.89822,41326.0,ML,C/I,N,"2, 5",B
LOTEMAX 0.5% EYE DROPS,24208029910,23.89747,41326.0,ML,C/I,N,"2, 5",B
LOTEMAX 0.5% EYE DROPS,24208029915,22.92667,41326.0,ML,C/I,N,"2, 5",B
LOTEMAX 0.5% EYE OINTMENT,24208044335,43.39476,41326.0,GM,C/I,N,"2, 5",B
LOTENSIN 20 MG TABLET,00078044905,1.89868,41326.0,EA,C/I,N,4,B
LOTENSIN 20 MG TABLET,30698044901,1.89868,41326.0,EA,C/I,N,4,B
LOTREL 10-20 MG CAPSULE,00078036405,5.76924,41354.0,EA,C/I,N,1,B
LOTREL 10-40 MG CAPSULE,00078037905,6.39438,41326.0,EA,C/I,N,4,B
LOTREL 5-10 MG CAPSULE,00078040505,4.86227,41326.0,EA,C/I,N,4,B
LOTREL 5-20 MG CAPSULE,00078040605,4.9766,41326.0,EA,C/I,N,4,B
LOTREL 5-40 MG CAPSULE,00078038405,5.44706,41326.0,EA,C/I,N,4,B
LOTRIMIN AF 1% CREAM,11523096301,0.3675,41326.0,GM,C/I,Y,"2, 5",B
LOTRIMIN AF 1% CREAM,11523096305,0.50486,41354.0,GM,C/I,Y,"1, 5",B
LOTRIMIN AF 1% CREAM,11523096307,0.3675,41326.0,GM,C/I,Y,"2, 5",B
LOTRIMIN AF 2% POWDER,11523091901,0.05485,41326.0,GM,C/I,Y,"2, 5, 6",B
LOTRONEX 0.5 MG TABLET,65483089403,15.33433,41326.0,EA,C/I,N,4,B
LOTRONEX 1 MG TABLET,65483089503,27.21287,41326.0,EA,C/I,N,2,B
LOVASTATIN 10 MG TABLET,00378651091,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,00228263306,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,00228263350,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,00185007001,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,00185007010,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,00185007060,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,00093092606,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,00093092610,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,00093092619,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,00093092693,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,45963063301,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,45963063304,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,61442014101,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,61442014110,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,61442014160,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,60505017700,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,51079097401,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,51079097420,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,54458091610,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,54458093810,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,54458098410,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,68180046701,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,68180046703,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,68180046707,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,68084013101,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 10 MG TABLET,68084055801,0.07426,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00185007201,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00185007210,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00185007260,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00228263406,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00228263450,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00378652005,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00378652091,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00093057606,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00093057610,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00093057619,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,00093057693,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,45963063401,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,45963063404,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,60505017800,0.07547,41354.0,EA,C/I,N,1,G
LOVASTATIN 20 MG TABLET,61442014201,0.07547,41354.0,EA,C/I,N,1,G
