,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 07/16/2014,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
LEVETIRACETAM 100 MG/ML SOLN,16714035801,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 100 MG/ML SOLN,31722057447,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 100 MG/ML SOLN,50383024116,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 100 MG/ML SOLN,51672413609,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 100 MG/ML SOLN,51991065116,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 100 MG/ML SOLN,54838054880,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 100 MG/ML SOLN,60258086516,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 100 MG/ML SOLN,60432083116,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 100 MG/ML SOLN,65862025047,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 100 MG/ML SOLN,68180011601,0.05301,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVETIRACETAM 250 MG TABLET,00093728589,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,00378561305,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,00378561307,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,00378561312,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,00378561378,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,00904600161,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,00904605161,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,13668001405,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,13668001412,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,13668001425,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,13668001460,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,16714035401,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,16714035402,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,16729006416,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,16729006429,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,31722053605,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,31722053612,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,42043019004,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,42043019005,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,43547022115,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,51079082001,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,51079082020,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,64376013605,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,64376013612,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,64376013661,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,64376013690,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,64376013699,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,65862024508,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,68001011603,0.10987,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVETIRACETAM 250 MG TABLET,68001011607,0.10987,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVETIRACETAM 250 MG TABLET,68084033601,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,68180011202,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,68180011209,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,68180011216,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 250 MG TABLET,76282024612,0.10987,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,00093728689,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,00378561505,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,00378561507,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,00378561512,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,00378561578,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,00904605261,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,13668001505,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,13668001512,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,13668001525,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,13668001560,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,13668001562,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,16714035501,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,16714035502,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,16729006516,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,16729006529,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,31722053705,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,31722053712,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,42043019104,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,42043019105,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,43547022215,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,51079082101,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,51079082117,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,51079082119,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,51079082120,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,51079082130,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,51079082156,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,64376013705,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,64376013712,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,64376013761,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,64376013790,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,64376013799,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,65862024608,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,68001011703,0.13472,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVETIRACETAM 500 MG TABLET,68001011707,0.13472,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVETIRACETAM 500 MG TABLET,68084033701,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,68180011302,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,68180011309,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,68180011316,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 500 MG TABLET,76282024712,0.13472,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,00093728789,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,00378561705,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,00378561707,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,00378561712,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,00378561778,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,00904600261,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,00904605361,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,13668001605,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,13668001612,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,13668001625,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,13668001660,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,16714035601,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,16714035602,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,16729006616,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,16729006629,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,31722053805,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,31722053812,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,42043019204,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,42043019205,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,43547022315,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,51079082201,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,51079082220,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,64376013805,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,64376013812,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,64376013861,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,64376013890,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,64376013899,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,65162053816,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,65862024708,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,68001011803,0.22076,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVETIRACETAM 750 MG TABLET,68001011807,0.22076,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVETIRACETAM 750 MG TABLET,68084033801,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,68180011402,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,68180011409,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,68180011416,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM 750 MG TABLET,76282024812,0.22076,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,00093779506,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,00228441706,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,00591363560,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,00603418620,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,10370019506,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,13668027260,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,47335057386,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,49884020402,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,60505328006,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 500 MG TABLET,68001011306,0.41980,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVETIRACETAM ER 500 MG TABLET,68180011707,0.41980,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 750 MG TABLET,00093779606,0.57415,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 750 MG TABLET,00591369960,0.57415,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 750 MG TABLET,00603418720,0.57415,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 750 MG TABLET,10370021406,0.57415,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 750 MG TABLET,13668030060,0.57415,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 750 MG TABLET,47335057686,0.57415,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 750 MG TABLET,60505351706,0.57415,06/18/2014,EA,C/I,N,1,G,,
LEVETIRACETAM ER 750 MG TABLET,68001011406,0.57415,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVETIRACETAM ER 750 MG TABLET,68180011807,0.57415,06/18/2014,EA,C/I,N,1,G,,
LEVITRA 10 MG TABLET,00173083013,29.21682,07/01/2014,EA,C/I,N,3,B,,
LEVITRA 20 MG TABLET,00173083113,29.24468,07/01/2014,EA,C/I,N,3,B,,
LEVITRA 5 MG TABLET,00173082913,29.72115,07/01/2014,EA,C/I,N,3,B,,
LEVOBUNOLOL 0.5% EYE DROPS,24208050505,2.84530,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOBUNOLOL 0.5% EYE DROPS,60758006005,2.84530,06/18/2014,ML,C/I,N,"1, 5, 6",G,,
LEVOBUNOLOL 0.5% EYE DROPS,61314022905,2.84530,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOBUNOLOL 0.5% EYE DROPS,24208050510,2.87017,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOBUNOLOL 0.5% EYE DROPS,60758006010,2.87017,06/18/2014,ML,C/I,N,"1, 5, 6",G,,
LEVOBUNOLOL 0.5% EYE DROPS,61314022910,2.87017,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOBUNOLOL 0.5% EYE DROPS,24208050515,2.98733,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOBUNOLOL 0.5% EYE DROPS,60758006015,2.98733,06/18/2014,ML,C/I,N,"1, 5, 6",G,,
LEVOBUNOLOL 0.5% EYE DROPS,61314022915,2.98733,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOCARNITINE 100 MG/ML SOLN,50383017104,0.16125,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOCARNITINE 100 MG/ML SOLN,64980050312,0.16125,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOCARNITINE 330 MG TABLET,50383017290,0.57289,06/18/2014,EA,C/I,N,1,G,,
LEVOCARNITINE 330 MG TABLET,64980013009,0.57289,06/18/2014,EA,C/I,N,1,G,,
LEVOCETIRIZINE 2.5 MG/5 ML SOL,00955102621,0.43074,06/18/2014,ML,C/I,N,"1, 5, 6",G,,
LEVOCETIRIZINE 2.5 MG/5 ML SOL,45802068028,0.43074,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOCETIRIZINE 5 MG TABLET,00093770198,0.26130,06/18/2014,EA,C/I,N,1,G,,
LEVOCETIRIZINE 5 MG TABLET,00955102590,0.26130,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOCETIRIZINE 5 MG TABLET,31722055190,0.26130,06/18/2014,EA,C/I,N,1,G,,
LEVOCETIRIZINE 5 MG TABLET,42571012290,0.26130,06/18/2014,EA,C/I,N,1,G,,
LEVOCETIRIZINE 5 MG TABLET,45802059465,0.26130,06/18/2014,EA,C/I,N,1,G,,
LEVOCETIRIZINE 5 MG TABLET,45802059475,0.26130,06/18/2014,EA,C/I,N,1,G,,
LEVOCETIRIZINE 5 MG TABLET,45802059487,0.26130,06/18/2014,EA,C/I,N,1,G,,
LEVOCETIRIZINE 5 MG TABLET,47335017581,0.26130,06/18/2014,EA,C/I,N,1,G,,
LEVOCETIRIZINE 5 MG TABLET,55111028290,0.26130,06/18/2014,EA,C/I,N,1,G,,
LEVOCETIRIZINE 5 MG TABLET,68462034690,0.26130,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 0.5% EYE DROPS,16571015050,10.04778,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOFLOXACIN 0.5% EYE DROPS,17478010610,10.04778,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOFLOXACIN 0.5% EYE DROPS,50383028305,10.04778,06/18/2014,ML,C/I,N,"1, 5",G,,
LEVOFLOXACIN 25 MG/ML SOLUTION,50383028608,0.95140,01/22/2014,ML,C/I,N,"4, 5",G,,
LEVOFLOXACIN 25 MG/ML SOLUTION,50383028604,0.96288,01/22/2014,ML,C/I,N,"4, 5",G,,
LEVOFLOXACIN 250 MG TABLET,00093729153,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,00781579001,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,00781579050,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,00904624961,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,00904635161,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,13668008201,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,13668008250,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,33342002108,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,55111027950,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,59762027802,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,64376013001,0.21483,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOFLOXACIN 250 MG TABLET,64376013051,0.21483,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOFLOXACIN 250 MG TABLET,64376013055,0.21483,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOFLOXACIN 250 MG TABLET,64679054402,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,64679054403,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,65862053650,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,68084048101,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,68180024001,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,68180024008,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 250 MG TABLET,68382001518,0.21483,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,00093729253,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,00781579101,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,00781579150,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,00904625061,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,00904635261,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,13668008301,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,13668008350,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,33342002208,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,55111028050,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,59762027902,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,64376013101,0.25824,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOFLOXACIN 500 MG TABLET,64376013151,0.25824,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOFLOXACIN 500 MG TABLET,64376013155,0.25824,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOFLOXACIN 500 MG TABLET,64679054502,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,64679054503,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,65862053750,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,68084048201,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,68180024101,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,68180024102,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,68180024108,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,68382001601,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 500 MG TABLET,68382001618,0.25824,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,00093729353,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,00781579220,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,00781579250,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,00904625161,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,00904635361,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,13668008401,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,13668008421,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,33342002332,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,55111028130,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,59762028003,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,64376013201,0.52612,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOFLOXACIN 750 MG TABLET,64376013222,0.52612,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOFLOXACIN 750 MG TABLET,64376013255,0.52612,06/18/2014,EA,C/I,N,"1, 6",G,,
LEVOFLOXACIN 750 MG TABLET,64679054701,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,64679054703,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,65862053820,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,68084048301,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,68180024201,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,68180024220,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,68382001701,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVOFLOXACIN 750 MG TABLET,68382001718,0.52612,06/18/2014,EA,C/I,N,1,G,,
LEVONEST-28 TABLET,16714034001,0.54511,06/18/2014,EA,C/I,N,1,G,,
LEVONEST-28 TABLET,16714034004,0.54511,06/18/2014,EA,C/I,N,1,G,,
LEVONOR-ETH ESTRAD 0.1-0.02 MG,68180085411,0.45843,06/18/2014,EA,C/I,N,1,G,,
LEVONOR-ETH ESTRAD 0.1-0.02 MG,68180085413,0.45843,06/18/2014,EA,C/I,N,1,G,,
LEVONOR-ETH ESTRAD 0.15-0.03,00378655053,0.55479,06/18/2014,EA,C/I,N,1,G,,
LEVONORG-ETH ESTRAD ETH ESTRAD,68180084811,1.72292,06/18/2014,EA,C/I,N,1,G,,
LEVONORG-ETH ESTRAD ETH ESTRAD,68180084813,1.72292,06/18/2014,EA,C/I,N,1,G,,
LEVONORGESTREL 0.75 MG TABLET,45802084054,12.63875,06/18/2014,EA,C/I,N,1,G,,
LEVONORGESTREL 1.5 MG TABLET,63704000901,28.69459,06/18/2014,EA,C/I,N,1,G,,
LEVONORGESTREL 1.5 MG TABLET,63704001001,28.78019,06/18/2014,EA,C/I,Y,1,G,,
LEVONORGESTREL-ETH ESTRAD 0.15 MG-0.03 MG TABLET,68180084311,0.81326,06/18/2014,EA,C/I,N,1,G,,
LEVONORGESTREL-ETH ESTRAD 0.15 MG-0.03 MG TABLET,68180084313,0.81326,06/18/2014,EA,C/I,N,1,G,,
LEVORA-28 TABLET,52544027928,0.55479,06/18/2014,EA,C/I,N,1,G,,
LEVOTHYROXINE 100 MCG TABLET,00378180901,0.33620,06/25/2014,EA,C/I,N,3,G,,
LEVOTHYROXINE 100 MCG TABLET,00378180910,0.33620,06/25/2014,EA,C/I,N,3,G,,
LEVOTHYROXINE 100 MCG TABLET,00527134501,0.33620,06/25/2014,EA,C/I,N,3,G,,
LEVOTHYROXINE 100 MCG TABLET,00527134510,0.33620,06/25/2014,EA,C/I,N,3,G,,
LEVOTHYROXINE 100 MCG TABLET,00781518410,0.33620,06/25/2014,EA,C/I,N,"3, 6",G,,
LEVOTHYROXINE 100 MCG TABLET,00781518492,0.33620,06/25/2014,EA,C/I,N,"3, 6",G,,
LEVOTHYROXINE 100 MCG TABLET,51079044201,0.33620,06/25/2014,EA,C/I,N,3,G,,
