DRAFT,,,,,,,,
CMS,,,,,,,,
NADAC Reference File as of 07/04/2013,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting"
METFORMIN HCL ER 500 MG TABLET,68180033607,2.79075,41326.0,EA,C/I,N,4,G
METFORMIN HCL ER 500 MG TABLET,68645012059,0.04563,41445.0,EA,C/I,N,1,G
METFORMIN HCL ER 500 MG TABLET,68084007201,0.04563,41445.0,EA,C/I,N,1,G
METFORMIN HCL ER 750 MG TABLET,00093721201,0.09696,41445.0,EA,C/I,N,1,G
METFORMIN HCL ER 750 MG TABLET,00904610861,0.09696,41445.0,EA,C/I,N,1,G
METFORMIN HCL ER 750 MG TABLET,29033002101,0.09696,41445.0,EA,C/I,N,1,G
METFORMIN HCL ER 750 MG TABLET,53746017901,0.09696,41445.0,EA,C/I,N,1,G
METFORMIN HCL ER 750 MG TABLET,62037057701,0.09696,41445.0,EA,C/I,N,1,G
METFORMIN HCL ER 750 MG TABLET,62037057710,0.09696,41445.0,EA,C/I,N,1,G
METFORMIN HCL ER 750 MG TABLET,62756014301,0.09696,41445.0,EA,C/I,N,1,G
METFORMIN HCL ER 750 MG TABLET,60505132901,0.09696,41445.0,EA,C/I,N,1,G
METHADONE 10 MG/5 ML SOLUTION,00054355663,0.11121,41326.0,ML,C/I,N,"4, 5",G
METHADONE 10 MG/5 ML SOLUTION,66689071216,0.11121,41326.0,ML,C/I,N,"4, 5",G
METHADONE 10 MG/ML ORAL CONC,66689069430,0.6782,41417.0,ML,C/I,N,"4, 5",G
METHADONE 5 MG/5 ML SOLUTION,00054355563,0.05724,41417.0,ML,C/I,N,"4, 5",G
METHADONE 5 MG/5 ML SOLUTION,66689071116,0.05724,41417.0,ML,C/I,N,"4, 5",G
METHADONE HCL 10 MG TABLET,00054457125,0.08384,41445.0,EA,C/I,N,1,G
METHADONE HCL 10 MG TABLET,00054855424,0.08384,41445.0,EA,C/I,N,1,G
METHADONE HCL 10 MG TABLET,00406577101,0.08384,41445.0,EA,C/I,N,1,G
METHADONE HCL 10 MG TABLET,00406577162,0.08384,41445.0,EA,C/I,N,1,G
METHADONE HCL 10 MG TABLET,66689081010,0.08384,41445.0,EA,C/I,N,1,G
METHADONE HCL 10 MG TABLET,67877011601,0.08384,41445.0,EA,C/I,N,1,G
METHADONE HCL 5 MG TABLET,00054855324,0.0538,41445.0,EA,C/I,N,1,G
METHADONE HCL 5 MG TABLET,00054457025,0.0538,41445.0,EA,C/I,N,1,G
METHADONE HCL 5 MG TABLET,00406575501,0.0538,41445.0,EA,C/I,N,1,G
METHADONE HCL 5 MG TABLET,00406575562,0.0538,41445.0,EA,C/I,N,1,G
METHADONE INTENSOL 10 MG/ML,00054355344,0.6782,41417.0,ML,C/I,N,"4, 5",G
METHADOSE 10 MG TABLET,00406345434,0.08384,41445.0,EA,C/I,N,1,G
METHAMPHETAMINE 5 MG TABLET,00378811501,3.40785,41445.0,EA,C/I,N,1,G
METHAZOLAMIDE 25 MG TABLET,00781107201,1.15782,41445.0,EA,C/I,N,1,G
METHAZOLAMIDE 25 MG TABLET,48102010001,1.15782,41445.0,EA,C/I,N,1,G
METHAZOLAMIDE 50 MG TABLET,00781107101,2.33539,41445.0,EA,C/I,N,1,G
METHAZOLAMIDE 50 MG TABLET,48102010101,2.33539,41445.0,EA,C/I,N,1,G
METHENAMINE HIPP 1 GM TABLET,00955103710,1.61776,41445.0,EA,C/I,N,"1, 6",G
METHENAMINE HIPP 1 GM TABLET,43199002001,1.61776,41445.0,EA,C/I,N,"1, 6",G
METHENAMINE HIPP 1 GM TABLET,64720013910,1.61776,41445.0,EA,C/I,N,1,G
METHENAMINE MD 1 GM TABLET,42799010601,1.15066,41445.0,EA,C/I,N,1,G
METHENAMINE MD 1 GM TABLET,13925010701,1.15066,41445.0,EA,C/I,N,1,G
METHENAMINE MD 500 MG TABLET,42799010501,0.63553,41382.0,EA,C/I,N,4,G
METHIMAZOLE 10 MG TABLET,00185021001,0.19433,41445.0,EA,C/I,N,1,G
METHIMAZOLE 10 MG TABLET,00185021010,0.19433,41445.0,EA,C/I,N,1,G
METHIMAZOLE 10 MG TABLET,23155007101,0.19433,41445.0,EA,C/I,N,1,G
METHIMAZOLE 10 MG TABLET,49884064101,0.19433,41445.0,EA,C/I,N,1,G
METHIMAZOLE 10 MG TABLET,49884064105,0.19433,41445.0,EA,C/I,N,1,G
METHIMAZOLE 10 MG TABLET,64376065601,0.19433,41445.0,EA,C/I,N,1,G
METHIMAZOLE 10 MG TABLET,68084027601,0.19433,41445.0,EA,C/I,N,1,G
METHIMAZOLE 5 MG TABLET,00185020501,0.12934,41445.0,EA,C/I,N,1,G
METHIMAZOLE 5 MG TABLET,00185020510,0.12934,41445.0,EA,C/I,N,1,G
METHIMAZOLE 5 MG TABLET,23155007001,0.12934,41445.0,EA,C/I,N,1,G
METHIMAZOLE 5 MG TABLET,49884064001,0.12934,41445.0,EA,C/I,N,1,G
METHIMAZOLE 5 MG TABLET,49884064005,0.12934,41445.0,EA,C/I,N,1,G
METHIMAZOLE 5 MG TABLET,64376065501,0.12934,41445.0,EA,C/I,N,1,G
METHIMAZOLE 5 MG TABLET,68084027501,0.12934,41445.0,EA,C/I,N,1,G
METHITEST 10 MG TABLET,00115703701,7.2511,41326.0,EA,C/I,N,"4, 6",B
METHOCARBAMOL 500 MG TABLET,00143129001,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,00143129005,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,00591538101,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,00591538105,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,00603448521,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,00603448528,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,31722053301,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,31722053305,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,43547022510,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,43547022550,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,63739016610,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 500 MG TABLET,68084058501,0.08348,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,00143129201,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,00143129205,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,00603448621,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,00603448628,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,00603448632,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,00591538201,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,00591538205,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,00781175001,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,43547022610,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,43547022650,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,31722053401,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,31722053405,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,63739016710,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,62584078101,0.11802,41445.0,EA,C/I,N,1,G
METHOCARBAMOL 750 MG TABLET,68084058601,0.11802,41445.0,EA,C/I,N,1,G
METHOTREXATE 1 GM/40 ML VIAL,00069014901,0.7665,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 1 GM/40 ML VIAL,10139006240,0.7665,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 1 GM/40 ML VIAL,67457022140,0.7665,41382.0,ML,C/I,N,"4, 5",G
METHOTREXATE 1 GRAM/40 ML VIAL,00703367801,0.7665,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 100 MG/4 ML VIAL,00069014701,1.0645,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 100 MG/4 ML VIAL,00069014702,0.7665,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 100 MG/4 ML VIAL,00703367301,1.0645,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 2.5 MG TABLET,00054455015,2.72749,41431.0,EA,C/I,N,4,G
METHOTREXATE 2.5 MG TABLET,00054455025,2.72749,41431.0,EA,C/I,N,4,G
METHOTREXATE 2.5 MG TABLET,00054855025,2.72749,41431.0,EA,C/I,N,4,G
METHOTREXATE 2.5 MG TABLET,00378001401,2.72749,41431.0,EA,C/I,N,4,G
METHOTREXATE 2.5 MG TABLET,00378001450,2.72749,41431.0,EA,C/I,N,4,G
METHOTREXATE 2.5 MG TABLET,00555057202,2.72749,41431.0,EA,C/I,N,4,G
METHOTREXATE 2.5 MG TABLET,00555057235,2.72749,41431.0,EA,C/I,N,4,G
METHOTREXATE 2.5 MG TABLET,00904601260,2.72749,41431.0,EA,C/I,N,"4, 6",G
METHOTREXATE 2.5 MG TABLET,51079067001,2.72749,41431.0,EA,C/I,N,4,G
METHOTREXATE 2.5 MG TABLET,51079067005,2.72749,41431.0,EA,C/I,N,4,G
METHOTREXATE 2.5 MG TABLET,67253032010,2.72749,41431.0,EA,C/I,N,"4, 6",G
METHOTREXATE 2.5 MG TABLET,67253032036,2.72749,41431.0,EA,C/I,N,"4, 6",G
METHOTREXATE 25 MG/ML VIAL,55390003110,1.48783,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 25 MG/ML VIAL,55390003210,0.7665,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 25 MG/ML VIAL,63323012102,2.01071,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 25 MG/ML VIAL,63323012104,1.0645,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 25 MG/ML VIAL,63323012110,1.50691,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 25 MG/ML VIAL,63323012140,0.7665,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 25 MG/ML VIAL,63323012310,2.60498,41445.0,ML,C/I,N,"1, 5",G
METHOTREXATE 25 MG/ML VIAL,61703035038,2.60498,41445.0,ML,C/I,N,"1, 5, 6",G
METHOTREXATE 25 MG/ML VIAL,61703040841,0.7665,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 25 MG/ML VIAL,66758004101,0.7665,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 250 MG/10 ML VIAL,00069014801,1.50691,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 250 MG/10 ML VIAL,10139006210,1.50691,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 250 MG/10 ML VIAL,00703367501,1.50691,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 250 MG/10 ML VIAL,00703367591,1.50691,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,00069014601,2.01071,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,00069014602,1.50691,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,00703367101,2.01071,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,00703367103,1.48783,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,00703367191,2.01071,41347.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,00703367193,2.01071,41347.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,10139006202,2.01071,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,66758004001,2.01071,41326.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,66758004002,1.48783,41417.0,ML,C/I,N,"4, 5",G
METHOTREXATE 50 MG/2 ML VIAL,67457022102,2.01071,41382.0,ML,C/I,N,"4, 5",G
METHSCOPOLAMINE BROM 2.5 MG TB,00168048299,1.56914,41445.0,EA,C/I,N,"1, 6",G
METHSCOPOLAMINE BROM 2.5 MG TB,51991019101,1.56914,41445.0,EA,C/I,N,1,G
METHSCOPOLAMINE BROM 2.5 MG TB,64376060301,1.56914,41445.0,EA,C/I,N,1,G
METHSCOPOLAMINE BROM 5 MG TAB,00168048360,2.44277,41417.0,EA,C/I,N,"4, 6",G
METHSCOPOLAMINE BROM 5 MG TAB,51991019206,2.44277,41417.0,EA,C/I,N,4,G
METHSCOPOLAMINE BROM 5 MG TAB,64376060461,2.44277,41417.0,EA,C/I,N,4,G
METHYCLOTHIAZIDE 5 MG TABLET,00378016001,1.49553,41445.0,EA,C/I,N,1,G
METHYLDOPA 250 MG TABLET,00093293101,0.09299,41445.0,EA,C/I,N,1,G
METHYLDOPA 250 MG TABLET,00093293110,0.09299,41445.0,EA,C/I,N,1,G
METHYLDOPA 250 MG TABLET,00378061101,0.09299,41445.0,EA,C/I,N,1,G
METHYLDOPA 250 MG TABLET,00378061110,0.09299,41445.0,EA,C/I,N,1,G
METHYLDOPA 250 MG TABLET,16729003001,0.09299,41445.0,EA,C/I,N,1,G
METHYLDOPA 250 MG TABLET,16729003016,0.09299,41445.0,EA,C/I,N,1,G
METHYLDOPA 250 MG TABLET,51079020001,0.09299,41445.0,EA,C/I,N,1,G
METHYLDOPA 250 MG TABLET,51079020020,0.09299,41445.0,EA,C/I,N,1,G
METHYLDOPA 500 MG TABLET,00093293201,0.18532,41445.0,EA,C/I,N,1,G
METHYLDOPA 500 MG TABLET,00093293205,0.18532,41445.0,EA,C/I,N,1,G
METHYLDOPA 500 MG TABLET,00378042101,0.18532,41445.0,EA,C/I,N,1,G
METHYLDOPA 500 MG TABLET,00378042105,0.18532,41445.0,EA,C/I,N,1,G
METHYLDOPA 500 MG TABLET,16729003101,0.18532,41445.0,EA,C/I,N,1,G
METHYLDOPA 500 MG TABLET,16729003116,0.18532,41445.0,EA,C/I,N,1,G
METHYLDOPA 500 MG TABLET,51079020101,0.18532,41445.0,EA,C/I,N,1,G
METHYLDOPA 500 MG TABLET,51079020120,0.18532,41445.0,EA,C/I,N,1,G
METHYLDOPA-HYDROCHLOROTHIAZIDE 250-15 MG TAB,00378050701,0.34458,41326.0,EA,C/I,N,4,G
METHYLDOPA-HYDROCHLOROTHIAZIDE 250-25 MG TAB,00378071101,0.8938,41382.0,EA,C/I,N,4,G
METHYLDOPA-HYDROCHLOROTHIAZIDE 250-25 MG TAB,00378071110,0.8938,41382.0,EA,C/I,N,4,G
METHYLERGONOVINE 0.2 MG TABLET,43386014001,5.73521,41445.0,EA,C/I,N,1,G
METHYLERGONOVINE 0.2 MG TABLET,43386014028,5.73521,41445.0,EA,C/I,N,1,G
METHYLIN 10 MG TABLET,00406112201,0.78407,41445.0,EA,C/I,N,1,G
METHYLIN 10 MG TABLET,00406112210,0.78407,41445.0,EA,C/I,N,1,G
METHYLIN 20 MG TABLET,00406112401,1.2078,41445.0,EA,C/I,N,1,G
METHYLIN 20 MG TABLET,00406112410,1.2078,41445.0,EA,C/I,N,1,G
METHYLIN 5 MG TABLET,00406112101,0.44601,41396.0,EA,C/I,N,4,G
METHYLIN 5 MG TABLET,00406112110,0.44601,41396.0,EA,C/I,N,4,G
METHYLIN ER 10 MG TABLET,00406142301,0.58183,41445.0,EA,C/I,N,1,G
METHYLIN ER 20 MG TABLET,00406145101,1.70864,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 10 MG TABLET,00406114401,0.78407,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 10 MG TABLET,00406114410,0.78407,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 10 MG TABLET,00781574901,0.78407,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 10 MG TABLET,00591588301,0.78407,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 10 MG TABLET,53014053007,0.78407,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 10 MG/5 ML SOL,51991071350,1.00255,41445.0,ML,C/I,N,"1, 5",G
METHYLPHENIDATE 20 MG TABLET,00406114601,1.2078,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 20 MG TABLET,00406114610,1.2078,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 20 MG TABLET,00591588401,1.2078,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 20 MG TABLET,00781575301,1.2078,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 20 MG TABLET,53014053207,1.2078,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE 5 MG TABLET,00406114201,0.44601,41396.0,EA,C/I,N,4,G
METHYLPHENIDATE 5 MG TABLET,00406114210,0.44601,41396.0,EA,C/I,N,4,G
METHYLPHENIDATE 5 MG TABLET,00781574801,0.44601,41396.0,EA,C/I,N,"4, 6",G
METHYLPHENIDATE 5 MG TABLET,00591588201,0.44601,41396.0,EA,C/I,N,4,G
METHYLPHENIDATE 5 MG TABLET,53014053107,0.44601,41396.0,EA,C/I,N,4,G
METHYLPHENIDATE 5 MG/5 ML SOLN,51991071250,0.67732,41445.0,ML,C/I,N,"1, 5",G
METHYLPHENIDATE CD 10 MG CAP,00093529501,3.59734,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE CD 10 MG CAP,62175015137,3.59734,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE CD 20 MG CAP,00093529601,3.69057,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE CD 20 MG CAP,62175015237,3.69057,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE CD 30 MG CAP,00093529701,3.79937,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE CD 30 MG CAP,62175015337,3.79937,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE CD 40 MG CAP,00093529801,4.46525,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE CD 40 MG CAP,62175015437,4.46525,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE CD 50 MG CAP,00093529201,5.50894,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE CD 50 MG CAP,62175015537,5.50894,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE CD 60 MG CAP,00093529301,6.49252,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE CD 60 MG CAP,62175015637,6.49252,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE ER 10 MG TAB,00406144501,0.58183,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER 18 MG TAB,00591271501,4.84932,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE ER 20 MG CAP,00093534601,3.73835,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER 20 MG TAB,00406147301,1.70864,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER 27 MG TAB,00406012701,5.08721,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER 27 MG TAB,00591271601,5.08721,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE ER 30 MG CAP,00093534701,3.78114,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER 36 MG TAB,00406013601,5.06918,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER 36 MG TAB,00591271701,5.06918,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE ER 40 MG CAP,00093534801,3.99951,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER 54 MG TAB,00406015401,5.47488,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER 54 MG TAB,00591271801,5.47488,41445.0,EA,C/I,N,"1, 6",G
METHYLPHENIDATE ER-LA 20 MG CAPSULE,67767020001,3.73835,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER-LA 30 MG CAPSULE,67767020101,3.78114,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE ER-LA 40 MG CAPSULE,67767020201,3.99951,41445.0,EA,C/I,N,1,G
METHYLPHENIDATE SR 20 MG TAB,00781575401,1.70864,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 16 MG TAB,59746000314,2.45304,41417.0,EA,C/I,N,4,G
METHYLPREDNISOLONE 32 MG TAB,59746001504,3.63754,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 4 MG DOSEPK,00781502207,0.86823,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 4 MG DOSEPK,00603459315,0.86823,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 4 MG DOSEPK,59746000103,0.86823,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 4 MG DOSEPK,51991018831,0.86823,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 4 MG DOSEPK,59762444002,0.86823,41445.0,EA,C/I,N,"1, 6",G
METHYLPREDNISOLONE 4 MG TABLET,00603459321,0.96422,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 4 MG TABLET,00781502201,0.96422,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 4 MG TABLET,59746000106,0.96422,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 4 MG TABLET,59762444003,0.96422,41445.0,EA,C/I,N,"1, 6",G
METHYLPREDNISOLONE 8 MG TAB,59746000204,1.63264,41445.0,EA,C/I,N,1,G
METHYLPREDNISOLONE 80 MG/ML VL,00781313271,7.666,41445.0,ML,C/I,N,"1, 5",G
METHYLPREDNISOLONE 80 MG/ML VL,00703005101,7.666,41445.0,ML,C/I,N,"1, 5",G
METIPRANOLOL 0.3% EYE DROPS,24208040205,3.71686,41326.0,ML,C/I,N,"4, 5, 6",G
METIPRANOLOL 0.3% EYE DROPS,24208040210,3.27267,41326.0,ML,C/I,N,"4, 5, 6",G
METIPRANOLOL 0.3% EYE DROPS,61314044705,3.71686,41326.0,ML,C/I,N,"4, 5",G
METIPRANOLOL 0.3% EYE DROPS,61314044710,3.27267,41326.0,ML,C/I,N,"4, 5",G
METOCLOPRAMIDE 10 MG TABLET,00093220301,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00093220305,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00093220310,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00228226910,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00228226950,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00904107060,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00904107061,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00904107080,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00591246801,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00591246805,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00591246810,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,00591222905,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,16714006204,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,16714006205,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,16714006206,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,51079028301,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,51079028317,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,51079028319,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,51079028320,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,49884068501,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,49884068505,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,63304084601,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,63304084605,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,63304084610,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,63739048210,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 10 MG TABLET,68084009101,0.04535,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,00093220401,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,00093220405,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,00591246701,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,00591246705,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,00591222805,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,16714006104,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,16714006105,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,51079062901,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,51079062920,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,63739048110,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,63304084501,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG TABLET,63304084505,0.04291,41445.0,EA,C/I,N,1,G
METOCLOPRAMIDE 5 MG/5 ML SOLN,00121057616,0.01181,41445.0,ML,C/I,N,"1, 5",G
METOCLOPRAMIDE 5 MG/5 ML SOLN,62559011016,0.01181,41445.0,ML,C/I,N,"1, 5",G
METOCLOPRAMIDE 5 MG/5 ML SYRUP,54838050880,0.01181,41445.0,ML,C/I,N,"1, 5",G
METOCLOPRAMIDE 5 MG/5 ML SYRUP,62559110606,0.01181,41445.0,ML,C/I,N,"1, 5",G
METOCLOPRAMIDE 5 MG/5 ML SYRUP,60432062216,0.01181,41445.0,ML,C/I,N,"1, 5",G
METOLAZONE 10 MG TABLET,00185560001,0.59327,41445.0,EA,C/I,N,1,G
METOLAZONE 10 MG TABLET,00378617401,0.59327,41445.0,EA,C/I,N,1,G
METOLAZONE 10 MG TABLET,65580064571,0.59327,41445.0,EA,C/I,N,"1, 6",G
METOLAZONE 2.5 MG TABLET,00378617201,0.36263,41445.0,EA,C/I,N,1,G
METOLAZONE 2.5 MG TABLET,00185505001,0.36263,41445.0,EA,C/I,N,1,G
METOLAZONE 2.5 MG TABLET,51079002301,0.36263,41445.0,EA,C/I,N,1,G
METOLAZONE 2.5 MG TABLET,51079002320,0.36263,41445.0,EA,C/I,N,1,G
METOLAZONE 2.5 MG TABLET,65580064371,0.36263,41445.0,EA,C/I,N,"1, 6",G
METOLAZONE 2.5 MG TABLET,68084041701,0.36263,41445.0,EA,C/I,N,1,G
