October 2015 ASP NDC - HCPCS Crosswalk for Medicare Part B Drugs,,,,,,,,,
"     Effective October 1, 2015 through December 31, 2015",,,,,,,,,
,,,,,,,,,
Note 1: This crosswalk is based on published drug and biological pricing data and information submitted to CMS by manufacturers. The information is intended to support ASP-based ,,,,,,,,,
Medicare Part B payments only. ,,,,,,,,,
Note 2: Please submit comments on the crosswalk to e-mail address: sec303aspdata@cms.hhs.gov. ,,,,,,,,,
,,,,,,,,,
_2015_CODE,Short Description,LABELER NAME,NDC2,Drug Name,HCPCS dosage,PKG SIZE,PKG QTY,BILLUNITS,BILLUNITSPKG
J2540,Penicillin g potassium inj,"Pfizer, Inc.",00049-0520-22,Pfizerpen-G,600000 UNITS,1,10,8.33,83.3
J2540,Penicillin g potassium inj,"Pfizer, Inc.",00049-0520-83,Pfizerpen-G,600000 UNITS,1,10,8.33,83.3
J2540,Penicillin g potassium inj,"Pfizer, Inc.",00049-0530-22,Pfizerpen-G,600000 UNITS,1,1,33.33,33.33
J2540,Penicillin g potassium inj,"Pfizer, Inc.",00049-0530-28,Pfizerpen-G,600000 UNITS,1,1,33.33,33.33
J2540,Penicillin g potassium inj,Baxter Healthcare Corporation,00338-1021-41,Penicillin G Pot In Dextrose,600000 UNITS,50,1,1.67,1.67
J2540,Penicillin g potassium inj,Baxter Healthcare Corporation,00338-1023-41,Penicillin G Pot In Dextrose,600000 UNITS,50,1,3.33,3.33
J2540,Penicillin g potassium inj,Baxter Healthcare Corporation,00338-1025-41,Penicillin G Pot In Dextrose,600000 UNITS,50,1,5,5
J2540,Penicillin g potassium inj,Sandoz Inc,00781-6135-95,Penicillin G Potassium,600000 UNITS,1,10,8.33,83.3
J2540,Penicillin g potassium inj,Sandoz Inc,00781-6136-94,Penicillin G Potassium,600000 UNITS,1,1,33.33,33.33
J2540,Penicillin g potassium inj,WG CRITICAL CARE,44567-0311-10,Penicillin G Potassium,600000 UNITS,1,10,8.33,83.3
J2540,Penicillin g potassium inj,"Fresenius Kabi USA, LLC",63323-0323-20,Penicillin G Potassium,600000 UNITS,1,10,8.33,83.3
J2540,Penicillin g potassium inj,"Fresenius Kabi USA, LLC",63323-0324-62,Penicillin G Potassium,600000 UNITS,1,1,33.33,33.33
J2543,Piperacillin/tazobactam,AMERINET/PFIZER,00206-2100-02,ZOSYN,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2404-02,Zosyn,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2405-02,Zosyn,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2408-02,Zosyn,1.125 GM,1,1,4,40
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2409-02,NOVAPLUS ZOSYN,1.125 GM,50,24,2,48
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2411-02,NOVAPLUS ZOSYN,1.125 GM,50,24,3,72
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2413-02,NOVAPLUS ZOSYN,1.125 GM,100,12,4,48
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2416-01,Zosyn,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-2501-10,Zosyn,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,AMERINET/PFIZER,00206-3100-02,ZOSYN,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-3501-10,Zosyn,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,AMERINET/PFIZER,00206-4100-02,ZOSYN,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-4501-10,Zosyn,1.125 GM,1,1,4,40
J2543,Piperacillin/tazobactam,WYETH PHARMACEUTICALS,00206-5501-01,Zosyn,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8852-16,Zosyn,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8854-16,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8855-16,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8859-10,Zosyn,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8860-02,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,50,24,2,48
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8861-02,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,50,24,3,72
J2543,Piperacillin/tazobactam,PFIZER INC.,00206-8862-02,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,100,12,4,48
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3374-02,PIPERACILLIN SODIUM/ TAZO (ADD-Vantage),1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3378-13,PIPERACILLIN SODIUM/ TAZO (ADD-Vantage),1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3379-04,PIPERACILLIN SODIUM/ TAZO (ADD-Vantage),1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3383-02,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3385-13,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,"HOSPIRA, INC",00409-3390-04,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,Sandoz Inc,00781-3110-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,Sandoz Inc,00781-3113-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,Sandoz Inc,00781-3114-95,PIPERACILLIN SODIUM/ TAZO,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,SANDOZ,00781-3350-95,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,Sagent Pharmaceuticals Inc,25021-0164-30,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,Sagent Pharmaceuticals Inc,25021-0165-30,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,Sagent Pharmaceuticals Inc,25021-0166-48,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,WG CRITICAL CARE,44567-0801-10,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,WG CRITICAL CARE,44567-0802-10,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,WG CRITICAL CARE,44567-0803-10,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,4,40
J2543,Piperacillin/tazobactam,WG CRITICAL CARE,44567-0804-01,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,WG CRITICAL CARE,44567-0882-10,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,"Fresenius Kabi USA, LLC",63323-0300-20,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,Fresenius Kabi USA LLC,63323-0300-30,Piperacillin Sodium-Tazobactam Sodium,1.125 GM,1,10,3,30
J2543,Piperacillin/tazobactam,"Fresenius Kabi USA, LLC",63323-0304-74,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,1,36,36
J2543,Piperacillin/tazobactam,"Fresenius Kabi USA, LLC",63323-0309-20,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,2,20
J2543,Piperacillin/tazobactam,"Fresenius Kabi USA, LLC",63323-0320-50,PIPERACILLIN AND TAZOBACTAM,1.125 GM,1,10,4,40
J2545,Pentamidine non-comp unit,"Fresenius Kabi USA, LLC",63323-0877-15,Nebupent,300 MG,1,1,1,1
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00143-9868-22,PROMETHAZINE,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00143-9869-22,PROMETHAZINE,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0928-25,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0929-25,PROMETHAZINE,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0948-35,Promethazine Hcl,50 MG,1,1,0.5,0.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0949-35,Promethazine Hcl,50 MG,1,1,1,1
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0955-25,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-0956-25,PROMETHAZINE,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-1495-35,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-1496-35,Promethazine Hcl,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-6082-25,Phenergan,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-6083-25,Phenergan,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-6084-25,PHENERGAN,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-6085-25,Phenergan,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,00641-6099-25,PROMETHAZINE,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,"SICOR PHARMACEUTICALS, INC.",00703-2191-04,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,"SICOR PHARMACEUTICALS, INC.",00703-2201-04,Promethazine Hcl,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,10019-0097-01,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,"X-Gen Pharmaceuticals, Inc.",39822-5500-03,PROMETHAZINE,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,"X-Gen Pharmaceuticals, Inc.",39822-5500-06,PROMETHAZINE,50 MG,1,25,1,25
J2550,Promethazine hcl injection,A-S Medication Solutions,54569-3882-00,Phenergan,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,A-S Medication Solutions,54569-5609-00,Promethazine Hcl,50 MG,1,1,1,1
J2550,Promethazine hcl injection,A-S Medication Solutions,54569-5747-00,Promethazine Hcl,50 MG,1,25,1,25
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,60977-0001-01,Phenergan,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,60977-0001-03,Promethazine Hcl,50 MG,1,25,0.5,12.5
J2550,Promethazine hcl injection,West-Ward Pharmaceuticals Corp,60977-0002-02,Phenergan,50 MG,1,25,1,25
J2560,Phenobarbital sodium inj,West-Ward Pharmaceuticals Corp,00641-0476-25,Phenobarbital Sodium,120 MG,1,25,0.54,13.5
J2560,Phenobarbital sodium inj,West-Ward Pharmaceuticals Corp,00641-0477-25,Phenobarbital Sodium,120 MG,1,25,1.08,27
J2562,Plerixafor injection,GENZYME CORPORATION,00024-5862-01,Mozobil (PLERIXAFOR),1 MG,1.2,1,24,24
J2562,Plerixafor injection,SANOFI-AVENTIS,58468-0140-01,Mozobil (PLERIXAFOR),1 MG,1.2,1,24,24
J2597,Inj desmopressin acetate,SANOFI-AVENTIS,00075-2451-01,Ddavp,1 MCG,1,10,4,40
J2597,Inj desmopressin acetate,SANOFI-AVENTIS,00075-2451-53,Ddavp,1 MCG,10,1,40,40
J2597,Inj desmopressin acetate,"HOSPIRA, INC",00409-2265-01,Desmopressin Acetate,1 MCG,1,10,4,40
J2597,Inj desmopressin acetate,"SICOR PHARMACEUTICALS, INC.",00703-5051-03,Desmopressin Acetate,1 MCG,1,10,4,40
J2597,Inj desmopressin acetate,"SICOR PHARMACEUTICALS, INC.",00703-5054-01,Desmopressin Acetate,1 MCG,10,1,40,40
J2597,Inj desmopressin acetate,Ferring Pharmaceuticals Inc.,55566-5030-01,Desmopressin Acetate,1 MCG,1,10,4,40
J2597,Inj desmopressin acetate,Ferring Pharmaceuticals Inc.,55566-5040-01,Desmopressin Acetate,1 MCG,10,1,40,40
J2597,Inj desmopressin acetate,"Sun Pharmaceutical Industries, Ltd.",62756-0529-26,Desmopressin Acetate,1 MCG,10,1,40,40
J2597,Inj desmopressin acetate,SUN PHARMACEUTICAL,62756-0529-40,Desmopressin Acetate,1 MCG,10,1,40,40
J2675,Inj progesterone per 50 MG,West-Ward Pharmaceuticals Corp,00143-9725-01,Progesterone,50 MG,10,1,10,10
J2675,Inj progesterone per 50 MG,AMERICAN REGENT,00517-0750-01,Progesterone,50 MG,10,1,10,10
J2675,Inj progesterone per 50 MG,Watson Pharmaceuticals,00591-3128-79,Progesterone,50 MG,10,1,10,10
J2675,Inj progesterone per 50 MG,"Fresenius Kabi USA, LLC",63323-0261-10,Progesterone,50 MG,10,1,10,10
J2680,Fluphenazine decanoate 25 MG,"PAR STERILE PRODUCTS, LLC",42023-0129-01,Fluphenazine Decanoate,25 MG,5,1,5,5
J2680,Fluphenazine decanoate 25 MG,Apotex Corp.,60505-0664-02,Fluphenazine Decanoate,25 MG,5,1,5,5
J2680,Fluphenazine decanoate 25 MG,"Fresenius Kabi USA, LLC",63323-0272-05,Fluphenazine Decanoate,25 MG,5,1,5,5
J2690,Procainamide hcl injection,"HOSPIRA, INC",00409-1902-01,Procainamide Hcl,1 GM,10,25,1,25
J2690,Procainamide hcl injection,"HOSPIRA, INC",00409-1903-01,Procainamide Hcl,1 GM,2,25,1,25
J2690,Procainamide hcl injection,"HOSPIRA, INC",00409-1903-25,Procainamide HCl,1 GM,2,25,1,25
J2700,Oxacillin sodium injeciton,Baxter Healthcare Corporation,00338-1013-41,Bactocill In Dextrose,250 MG,50,1,4,4
J2700,Oxacillin sodium injeciton,Baxter Healthcare Corporation,00338-1015-41,Bactocill In Dextrose,250 MG,50,1,8,8
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-3094-92,Oxacillin Sodium,250 MG,1,10,4,40
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-3095-92,Oxacillin Sodium,250 MG,1,10,8,80
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-3099-95,Oxacillin Sodium,250 MG,1,10,4,40
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-3101-95,Oxacillin Sodium,250 MG,1,10,8,80
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-3103-95,Oxacillin Sodium,250 MG,1,10,40,400
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-9109-95,Oxacillin Sodium,250 MG,1,10,4,40
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-9110-92,Oxacillin Sodium,250 MG,1,10,4,40
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-9111-95,Oxacillin Sodium,250 MG,1,10,8,80
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-9112-92,Oxacillin Sodium,250 MG,1,10,8,80
J2700,Oxacillin sodium injeciton,Sandoz Inc,00781-9113-95,Oxacillin Sodium,250 MG,1,10,40,400
J2700,Oxacillin sodium injeciton,Sagent Pharmaceuticals Inc,25021-0146-10,OXACILLIN,250 MG,1,10,4,40
J2700,Oxacillin sodium injeciton,SAGENT PHARMACEUTICAL,25021-0146-66,Oxacillin Sodium,250 MG,1,10,4,40
J2700,Oxacillin sodium injeciton,Sagent Pharmaceuticals Inc,25021-0162-24,OXACILLIN,250 MG,1,10,8,80
J2700,Oxacillin sodium injeciton,SAGENT PHARMACEUTICAL,25021-0162-67,Oxacillin Sodium,250 MG,1,10,8,80
J2700,Oxacillin sodium injeciton,SAGENT PHARMACEUTICAL,25021-0163-69,Oxacillin Sodium,250 MG,1,10,40,400
J2700,Oxacillin sodium injeciton,Sagent Pharmaceuticals Inc,25021-0163-99,Oxacillin Sodium,250 MG,1,10,40,400
J2704,"Inj, propofol, 10 mg","HOSPIRA, INC",00409-4699-24,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg","HOSPIRA, INC",00409-4699-30,Propofol,10 MG,20,5,20,100
J2704,"Inj, propofol, 10 mg","HOSPIRA, INC",00409-4699-33,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg","SICOR PHARMACEUTICALS, INC.",00703-2856-04,Propofol,10 MG,20,25,20,500
J2704,"Inj, propofol, 10 mg","SICOR PHARMACEUTICALS, INC.",00703-2858-09,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg","SICOR PHARMACEUTICALS, INC.",00703-2859-03,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg","SAGENT PHARMACEUTICALS, INC.",25021-0608-20,Propofol,10 MG,20,25,20,500
J2704,"Inj, propofol, 10 mg",SAGENT PHARMACEUTICAL,25021-0608-50,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg",SAGENT PHARMACEUTICAL,25021-0608-51,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg",APP PHARMACEUTICAL,63323-0269-10,DIPRIVAN,10 MG,10,10,10,100
J2704,"Inj, propofol, 10 mg","FRESENIUS KABI USA, LLC",63323-0269-29,DIPRIVAN,10 MG,20,10,20,200
J2704,"Inj, propofol, 10 mg","FRESENIUS KABI USA, LLC",63323-0269-37,DIPRIVAN,10 MG,20,10,20,200
J2704,"Inj, propofol, 10 mg","Fresenius Kabi USA, LLC",63323-0269-50,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg","Fresenius Kabi USA, LLC",63323-0269-57,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg","FRESENIUS KABI USA, LLC",63323-0269-59,DIPRIVAN,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg","Fresenius Kabi USA, LLC",63323-0269-65,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg","Fresenius Kabi USA, LLC",63323-0269-67,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg","FRESENIUS KABI USA, LLC",63323-0269-69,DIPRIVAN,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg",APP PHARMACEUTICAL,63323-0269-70,DIPRIVAN,10 MG,20,10,20,200
J2704,"Inj, propofol, 10 mg",APP PHARMACEUTICAL,63323-0269-77,DIPRIVAN,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg",APP PHARMACEUTICAL,63323-0269-78,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg","FRESENIUS KABI USA, LLC",63323-0269-94,DIPRIVAN,10 MG,20,10,20,200
J2704,"Inj, propofol, 10 mg","Fresenius Kabi USA, LLC",63323-0270-26,PROPOFOL NOVAPLUS,10 MG,20,10,20,200
J2704,"Inj, propofol, 10 mg","Fresenius Kabi USA, LLC",63323-0270-50,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg","Fresenius Kabi USA, LLC",63323-0270-57,Propofol,10 MG,50,20,50,1000
J2704,"Inj, propofol, 10 mg","Fresenius Kabi USA, LLC",63323-0270-65,Propofol,10 MG,100,10,100,1000
J2704,"Inj, propofol, 10 mg","Fresenius Kabi USA, LLC",63323-0270-67,Propofol,10 MG,100,10,100,1000
J2720,Inj protamine sulfate/10 MG,"Fresenius Kabi USA, LLC",63323-0229-05,Protamine Sulfate,10 MG,5,25,5,125
J2720,Inj protamine sulfate/10 MG,"Fresenius Kabi USA, LLC",63323-0229-15,Protamine Sulfate,10 MG,5,25,5,125
J2720,Inj protamine sulfate/10 MG,"Fresenius Kabi USA, LLC",63323-0229-30,Protamine Sulfate,10 MG,25,1,25,25
J2720,Inj protamine sulfate/10 MG,"Fresenius Kabi USA, LLC",63323-0229-35,Protamine Sulfate,10 MG,25,1,25,25
J2720,Inj protamine sulfate/10 MG,Fresenius Kabi USA LLC,63323-0229-94,Protamine Sulfate,10 MG,5,25,5,125
J2720,Inj protamine sulfate/10 MG,Fresenius Kabi USA LLC,63323-0229-95,Protamine Sulfate,10 MG,25,1,25,25
J2724,Protein c concentrate,Baxter Healthcare Corporation,00944-4175-05,CEPROTIN,10 UNITS,1,1,0.1,0.1
J2724,Protein c concentrate,Baxter Healthcare Corporation,00944-4175-10,CEPROTIN,10 UNITS,1,1,0.1,0.1
J2730,Pralidoxime chloride inj,Baxter Healthcare Corporation,60977-0141-01,Protopam Chloride,1 GM,1,6,1,6
J2760,Phentolaine mesylate inj,Bedford Laboratories,55390-0113-01,Phentolamine Mesylate,5 MG,1,1,1,1
J2765,Metoclopramide hcl injection,"HOSPIRA, INC",00409-3414-01,Metoclopramide HCl,10 MG,2,25,1,25
J2765,Metoclopramide hcl injection,"SICOR PHARMACEUTICALS, INC.",00703-4502-04,Metoclopramide Hcl,10 MG,2,25,1,25
J2765,Metoclopramide hcl injection,NOVAPLUS/TEVA PARENTAL MEDICIN,00703-4502-94,Metoclopramide Hcl,10 MG,2,25,1,25
J2765,Metoclopramide hcl injection,HERITAGE PHARMACEUTICALS INC,23155-0240-41,Metoclopramide HCl,10 MG,2,25,1,25
J2765,Metoclopramide hcl injection,"BD RX, INC.",76045-0101-20,Metoclopramide HCl,10 MG,2,24,1,24
J2770,Quinupristin/dalfopristin,PFIZER INC.,61570-0260-10,Synercid,500 MG,1,10,1,10
J2778,Ranibizumab injection,"Genentech, Inc.",50242-0080-01,RANIBIZUMAB,0.1 mg,0.05,1,5,5
J2778,Ranibizumab injection,"Genentech, Inc.",50242-0082-01,RANIBIZUMAB,0.1 mg,0.05,1,3,3
J2780,Ranitidine hydrochloride inj,GlaxoSmithkline,00173-0362-38,Zantac,25 MG,2,10,2,20
J2780,Ranitidine hydrochloride inj,GlaxoSmithkline,00173-0363-00,Zantac,25 MG,40,1,40,40
J2780,Ranitidine hydrochloride inj,GlaxoSmithkline,00173-0363-01,Zantac,25 MG,6,1,6,6
J2780,Ranitidine hydrochloride inj,GlaxoSmithkline,00173-0441-00,Zantac In Nacl,25 MG,50,24,2,48
J2780,Ranitidine hydrochloride inj,COVIS PHARMACEUTICALS,24987-0362-10,Zantac,25 MG,2,10,2,20
J2780,Ranitidine hydrochloride inj,Covis Pharmaceuticals,24987-0362-38,Zantac injection,25 MG,2,10,2,20
J2780,Ranitidine hydrochloride inj,Covis Pharmaceuticals,24987-0363-00,Zantac injection,25 MG,6,1,6,6
J2780,Ranitidine hydrochloride inj,"COVIS PHARMACEUTICALS, INC.",24987-0363-01,Zantac,25 MG,6,1,6,6
J2780,Ranitidine hydrochloride inj,"COVIS PHARMACEUTICALS, INC.",24987-0364-01,Zantac,25 MG,40,1,40,40
J2780,Ranitidine hydrochloride inj,Covis Pharmaceuticals,24987-0441-00,"ZANTAC Injection Premixed,",25 MG,50,24,2,48
J2780,Ranitidine hydrochloride inj,ZYDUS PHARMACEUTICALS (USA),68382-0422-02,Ranitidine,25 MG,2,10,2,20
J2780,Ranitidine hydrochloride inj,ZYDUS PHARMACEUTICALS (USA),68382-0423-06,Ranitidine,25 MG,6,1,6,6
J2783,Rasburicase,SANOFI-AVENTIS,00024-5150-10,Elitek,0.5 MG,1,3,3,9
J2783,Rasburicase,SANOFI-AVENTIS,00024-5151-75,Elitek,0.5 MG,7.5,1,15,15
J2785,Regadenoson injection,"ASTELLAS PHARMA US, INC.",00469-6501-89,Regadenoson,0.1 MG,5,1,4,4
J2788,Rho d immune globulin 50 mcg,"Kedrion BioPharma, Inc.",00562-7806-01,MICRhoGAM,50 MCG (250 IU),1,1,1,1
J2788,Rho d immune globulin 50 mcg,"Kedrion BioPharma, Inc.",00562-7806-05,MICRhoGAM UF Plus ,50 MCG (250 IU),1,5,1,5
J2788,Rho d immune globulin 50 mcg,"Kedrion BioPharma, Inc.",00562-7806-25,MICRhoGAM UF Plus ,50 MCG (250 IU),1,25,1,25
J2788,Rho d immune globulin 50 mcg,"Grifols Therapeutics, Inc.",13533-0631-06,HyperRho S/D,50 MCG (250 IU),1,1,1,1
J2788,Rho d immune globulin 50 mcg,"GRIFOLS THERAPEUTICS, INC.",13533-0661-06,HYPERRHO S/D,50 MCG,1,10,1,10
J2790,Rho d immune globulin inj,"Kedrion BioPharma, Inc.",00562-7805-01,RHOGAM ULTRA-FILTERED PLUS,300 MCG (1500 IU),1,1,1,1
J2790,Rho d immune globulin inj,"Kedrion BioPharma, Inc.",00562-7805-05,RHOGAM ULTRA-FILTERED PLUS,300 MCG (1500 IU),1,5,1,5
J2790,Rho d immune globulin inj,"Kedrion BioPharma, Inc.",00562-7805-25,RHOGAM ULTRA-FILTERED PLUS,300 MCG (1500 IU),1,25,1,25
J2790,Rho d immune globulin inj,"Grifols Therapeutics, Inc.",13533-0631-02,HYPERRHO S/D,300 MCG (1500 IU),1,1,1,1
J2790,Rho d immune globulin inj,GRIFOLS USA,13533-0631-10,HyperRho S/D,300 MCG (1500 IU),1,10,1,10
J2790,Rho d immune globulin inj,A-S Medication Solutions,54569-5764-00,HYPERRHO S/D,300 MCG (1500 IU),1,1,1,1
J2791,Rhophylac injection,CSL Behring AG,44206-0300-01,Rhophylac,100 UNITS,2,1,15,15
J2791,Rhophylac injection,CSL Behring AG,44206-0300-10,Rhophylac,100 UNITS,2,10,15,150
J2792,"Rho(D) immune globulin h, sd",Cangene BioPharma Inc,53270-3000-01,WINRHO SDF,100 IU,13,1,150,150
J2792,"Rho(D) immune globulin h, sd",Cangene BioPharma Inc,53270-3100-01,WINRHO SDF,100 IU,4.4,1,50,50
J2792,"Rho(D) immune globulin h, sd",Cangene BioPharma Inc,53270-3300-01,WINRHO SDF,100 IU,1.3,1,15,15
J2792,"Rho(D) immune globulin h, sd",Cangene BioPharma Inc,53270-3500-01,WINRHO SDF,100 IU,2.2,1,25,25
J2794,"Risperidone, long acting","Janssen Pharmaceuticals, Inc.",50458-0306-11,Risperdal Consta,0.5 MG,1,1,50,50
J2794,"Risperidone, long acting","Janssen Pharmaceuticals, Inc.",50458-0307-11,Risperdal Consta,0.5 MG,1,1,75,75
J2794,"Risperidone, long acting","Janssen Pharmaceuticals, Inc.",50458-0308-11,Risperdal Consta,0.5 MG,1,1,100,100
J2794,"Risperidone, long acting","Janssen Pharmaceuticals, Inc.",50458-0309-11,Risperdal Consta,0.5 MG,1,1,25,25
J2795,Ropivacaine HCl injection,AstraZeneca LP,00186-0859-44,Naropin,1 MG,10,5,20,100
J2795,Ropivacaine HCl injection,AstraZeneca LP,00186-0859-54,Naropin,1 MG,20,5,40,200
J2795,Ropivacaine HCl injection,AstraZeneca LP,00186-0863-54,Naropin,1 MG,20,5,100,500
J2795,Ropivacaine HCl injection,AstraZeneca LP,00186-0867-54,Naropin,1 MG,20,5,150,750
J2795,Ropivacaine HCl injection,AstraZeneca LP,00186-0868-44,Naropin,1 MG,10,5,100,500
