ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0542-01,,25X1ML,HEPARIN NA 10000UNT/ML INJ,"HEPARIN NA (PORK) 10,000UNT/ML INJ 1ML MDV",BL100,F,T,41.21,03/01/2015,04/14/2017,FSS
V797P-5234B,"Medline Industries, Inc.",03/15/2011,03/14/2016,53329-0023-25,,4X3840ML,SKIN CLEANSER SHAMPOO,SOOTHE & COOL SHAMPOO/BODY WASH W/4MT BTLS,DE400,F,T,41.2,03/15/2011,03/14/2016,FSS
V797P-5234B,"Medline Industries, Inc.",03/15/2011,03/14/2016,53329-0004-10,,12X70.8GM,"ZINC OXIDE 25% PASTE,TOP",SOOTHE & COOL SKIN PASTE,DE900,F,T,41.16,03/15/2011,03/14/2016,FSS
V797P-5913X,"Actavis Pharma, Inc.",07/15/2006,10/31/2015,52544-0255-24,,6X1.45GM,"PROGESTERONE 4%(45MG) GEL,VAG,APPLICATOR",CRINONE 4%(1.45GM)LICATOR,HS800,T,T,41.15,01/01/2015,10/31/2015,FSS
V797P-5095B,"Mylan Institutional, Inc.",07/15/2009,12/31/2015,51079-0191-56,,300UD,"INDOMETHACIN 50MG CAP,UD",INDOMETHACIN 50MG CAP 10X30,MS102,F,T,41.12,07/15/2009,12/31/2015,FSS
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,60429-0167-01,,100,LIOTHYRONINE NA 5MCG TAB,LIOTHYRONINE NA 5MCG TAB,HS851,F,T,41.12,11/15/2014,03/31/2016,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00069-3130-19,,22.5ML,"AZITHROMYCIN 200MG/5ML SUSP,ORAL",ZITHROMAZ FOR ORAL SUSPENSION 200MG/5ML,AM200,T,T,41.09,01/01/2015,10/31/2019,Big4
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0565-86,,3ML,ENOXAPARIN 100MG/ML INJ,ENOXAPARIN 100MG/ML INJ,BL110,T,T,41.09,09/25/2015,04/14/2017,Big4
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,00527-1393-01,,100,RIFAMPIN 150MG CAP,RIFAMPIN 150MG CAP,AM500,F,T,41.09,12/15/2012,03/31/2016,FSS
V797P-5234B,"Medline Industries, Inc.",03/15/2011,03/14/2016,53329-0024-18,,12X240GM,"SKIN CREAM,TOP",SOOTHE & COOL SKIN CREAM,DE350,F,T,41.07,03/15/2011,03/14/2016,FSS
V797P-5234B,"Medline Industries, Inc.",03/15/2011,03/14/2016,53329-0521-40,,10,"DRESSING,HYDROCOLLOID 4IN X 4IN",HYDROCOLLOID EXUDERM ULTRA DRESSING 4IN X 4IN,XA199,F,T,41.07,03/15/2011,03/14/2016,FSS
V797P-5031E,GE Healthcare Inc.,10/01/2008,10/31/2015,00407-1414-21,,10X50ML,IOHEXOL 755MG/ML INJ,OMNIPAQUE 350 INJ,DX101,T,T,41.03,01/01/2015,10/31/2015,FSS
V797D-30226,"Sandoz, Inc",08/15/2013,08/14/2018,00168-0410-60,,60GM,"PREDNICARBATE 0.1% OINT,TOP","PREDNICARBATE 0.1% OINT,TOP",DE200,F,T,41.01,09/01/2015,08/14/2018,FSS
V797P-2226D,"Exelan Pharmaceuticals, Inc.",07/15/2012,07/14/2017,76282-0222-05,,500,GABAPENTIN 300MG CAP,GABAPENTIN 300MG CAP,CN400,F,T,40.99,07/15/2012,07/14/2017,FSS
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0255-03,,25X3ML,METHYLPREDNISOLONE NA SUCCINATE 40MG/VIL INJ,METHYLPREDNISOLONE NA SUCCINATE 40MG/VIL INJ,HS051,F,T,40.95,04/15/2012,04/14/2017,FSS
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0044-01,,25X1ML,CYANOCOBALAMIN 1000MCG/ML INJ,CYANOCOBALAMIN 1000MCG/ML INJ,VT101,F,T,40.92,01/15/2015,04/14/2017,FSS
VA797P-12-C-0033,Baxter Healthcare Corporation,09/17/2012,09/16/2016,85412-0010-62,,12,Y-TYPE TUR-BLADDER IRRIGATION,Y-TYPE TUR-BLADDER IRRIGATION,XA900,F,F,40.92,09/17/2012,09/16/2016,NC
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0493-91,,5X20ML,LIDOCAINE HCL 1.5% (PF) INJ,XYLOCAINE HCL 1.5% INJ POLYAMP,CN204,T,T,40.9,01/01/2015,04/14/2017,FSS
V797P-5913X,"Actavis Pharma, Inc.",07/15/2006,10/31/2015,52544-0151-30,,30,"SILODOSIN 4MG CAP,ORAL",RAPAFLO 4MG CAP,CV150,T,T,40.86,01/01/2015,10/31/2015,FSS
V797P-5913X,"Actavis Pharma, Inc.",07/15/2006,10/31/2015,52544-0152-30,,30,"SILODOSIN 8MG CAP,ORAL",RAPAFLO 8MG CAP,CV150,T,T,40.86,01/01/2015,10/31/2015,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-7642-17,,6X28,ETHINYL ESTRADIOL 0.035MG/NORGESTIMATE 0.25MG TAB,"PREVIFEM TAB,28",HS200,F,T,40.84,10/01/2014,09/30/2019,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-7663-17,,6X28,ETHINYL ESTRADIOL 0.035MG/NORGESTIMATE 0.25MG/0.215MG TAB,"TRI-PREVIFEM TAB,28",HS200,F,T,40.84,10/01/2014,09/30/2019,FSS
V797P-5234B,"Medline Industries, Inc.",03/15/2011,03/14/2016,08327-0558-25,,4X3840ML,PERINEAL WASH SOLN,PERINEAL WASH SOLN,DE900,F,T,40.83,03/15/2011,03/14/2016,FSS
V797P-5282B,Bristol Myers Squibb US Medicines,10/01/2011,09/30/2016,00003-0526-50,,4,NITRATEST PAPER,NITRATEST PAPER,DX900,F,T,40.81,03/06/2014,09/30/2016,FSS
V797D-30226,"Sandoz, Inc",08/15/2013,08/14/2018,61314-0647-10,,10ML,"DEXAMETHASONE 0.1%/TOBRAMYCIN 0.3% SUSP,OPH","DEXAMETHASONE 0.1%/TOBRAMYCIN 0.3% SUSP,OPH",OP350,T,T,40.78,01/01/2015,08/14/2018,FSS
V797P-5018B,The Medicines Company,09/01/2008,10/31/2015,28400-0105-41,,1,"THROMBIN 5000UNT/VIL PWDR,TOP",RECOTHROM,BL116,T,T,40.76,01/01/2015,10/31/2015,FSS
V797P-5018B,The Medicines Company,09/01/2008,10/31/2015,65293-0006-41,,1,"THROMBIN 5000UNT/VIL PWDR,TOP",RECOTHROM,BL116,T,T,40.76,02/26/2015,10/31/2015,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-5050-05,,500,TEMAZEPAM 30MG CAP,TEMAZEPAM 30MG CAP,CN302,F,T,40.75,07/26/2013,03/14/2018,FSS
V797P-2094D,"Allergan Sales, LLC",03/01/2012,02/28/2017,11980-0180-10,,10ML,"PREDNISOLONE ACETATE 1% SUSP,OPH",PRED FORTE OPHTH SUSP #000069,OP300,T,T,40.65,01/01/2015,02/28/2017,Big4
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-8121-05,,500,SERTRALINE HCL 50MG TAB,SERTRALINE HCL 50MG TAB,CN609,F,T,40.64,07/15/2013,03/14/2018,FSS
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0822-04,,4,"VARDENAFIL 10MG,TAB",STAXYN 10MG TAB,GU900,T,T,40.62,01/01/2015,09/29/2017,Big4
V797P-5243B,"TrillaMed, LLC",05/01/2011,04/30/2016,00264-7805-10,,24X500ML,SODIUM CHLORIDE 0.33% INJ,"SODIUM CHLORIDE 0.33% INJ,USP",TN101,F,T,40.61,06/15/2012,04/30/2016,FSS
V797P-5913X,"Actavis Pharma, Inc.",07/15/2006,10/31/2015,52544-0472-08,,8,ESTRADIOL 0.075MG/24HRS PATCH,ALORA 0.075MG/24HRS TRANSDERMAL SYSTEM,HS300,T,T,40.61,01/01/2015,10/31/2015,FSS
VA797P-13-C-0049,Golden State Medical Supply,08/12/2013,08/11/2016,60429-0309-05,,500,"ACYCLOVIR 400MG TAB,ORAL","ACYCLOVIR 400MG TAB,ORAL",AM800,F,T,40.6,08/12/2015,08/11/2016,NC
V797D-40305,"ConvaTec, Inc.",01/01/2015,12/31/2020,43553-3249-08,,24x2oz,ALOE VESTA PROTECTIVE OINTMENT,ALOE VESTA PROTECTIVE OINTMENT,DE900,F,T,40.58,01/01/2015,12/31/2020,FSS
V797P-5172B,"Roxane Laboratories, Inc.",07/15/2010,10/31/2015,00054-3556-63,,500ML,"METHADONE HCL 10MG/5ML SOLN,ORAL",METHADONE HCL 10MG/5ML ORAL SOLN,CN101,F,T,40.58,07/01/2012,10/31/2015,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1903-01,,100,MIDODRINE HCL 10MG TAB,MIDODRINE HCL 10MG TAB,CV900,F,T,40.56,03/15/2013,03/14/2018,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00069-3150-83,,10 VI,AZITHROMYCIN DIHYDRATE 500MG/VIL INJ,ZITHROMAX IV,AM200,T,T,40.55,01/01/2015,10/31/2019,FSS
V797P-5062B,GlaxoSmithKline Consumer Healthcare,04/01/2009,03/31/2016,00135-0461-05,,120,ORLISTAT 60MG CAP,ALLI 120 CT REFILL PACK,GA900,F,T,40.52,04/01/2009,03/31/2016,FSS
VA797-P-0292,Abbott Laboratories DBAN Abbott Nutrition,01/01/2012,12/31/2015,70074-0626-69,,8X1000ML,NEPRO 100ML RTH,NEPRO 100ML RTH,TN200,F,T,40.48,01/01/2014,12/31/2015,NC
VA797P-15-C-0016,"Golden State Medical Supply, Inc.",04/22/2015,04/21/2016,60429-0070-01,,100,MYCOPHENOLATE MOFETIL 500MG TAB,MYCOPHENOLATE MOFETIL 500MG TAB,IM600,F,T,40.48,04/22/2015,04/21/2016,NC
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0487-92,,5X30ML,LIDOCAINE HCL 1%/EPINEPHRINE 1:200000 INJ,XYLOCAINE HCL 1%/EPI 1:200000 INJ PACKAGE,CN204,T,T,40.46,01/01/2015,04/14/2017,FSS
V797P-5893X,Merck Sharp & Dohme Corporation,04/15/2006,12/31/2015,00006-0464-10,,1,APREPITANT 40MG CAP,EMEND 40MG CAP,GA605,T,T,40.46,01/01/2015,12/31/2015,FSS
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-4485-28,,500,METHOCARBAMOL 500MG TAB,METHOCARBAMOL 500MG TAB,MS200,F,T,40.45,10/01/2014,09/30/2019,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00009-0280-03,,10ML,"METHYLPREDNISOLONE ACETATE 40MG/ML INJ,SUSP",DEPO-MEDROL 40MG/ML INJ,HS051,T,T,40.44,01/01/2015,10/31/2019,FSS
V797D-40247,"Aptalis Pharma US, Inc.",10/01/2014,09/30/2019,58914-0013-10,,100,DICYCLOMINE HCL 20MG TAB,BENTYL 20MG TAB,AU350,T,T,40.42,01/01/2015,09/30/2019,FSS
V797P-5165B,Rhodes Pharmaceuticals L.P.,02/15/2011,02/14/2016,42858-0801-01,,100,"MORPHINE SO4  15MG TAB,SA","MORPHINE SO4  15MG TAB,SA",CN101,F,T,40.42,08/15/2014,02/14/2016,FSS
V797P-5243B,"TrillaMed, LLC",05/01/2011,04/30/2016,00264-7806-10,,24X500ML,SODIUM CHLORIDE 5% INJ,"SODIUM CHLORIDE 5% CONC INJ,USP",TN102,F,T,40.42,06/15/2012,04/30/2016,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-5010-01,,100,THIOTHIXENE HCL 10MG CAP,THIOTHIXENE HCL 10MG CAP,CN701,F,T,40.41,09/23/2013,03/14/2018,FSS
V797P-5137B,"Pharmacy Buying Association, Inc. dba PBA Health",02/15/2010,12/31/2015,10542-0011-09,,90,DIALYVITE RX 5000 #HP11 TAB,DIALYVITE RX 5000 #HP11 TABLETS,VT801,F,F,40.41,05/15/2011,12/31/2015,FSS
V797P-5795X,"Greenstone, Ltd.",11/15/2006,12/31/2015,59762-6690-05,,300,NIFEDIPINE 30MG TAB,NIFEDIPINE ER 30MG TAB,CV200,T,T,40.38,01/01/2015,12/31/2015,FSS
V797P-5258B,"Caraco Pharmaceutical Laboratories, Inc.",07/15/2011,07/14/2016,57664-0581-13,,500,"THEOPHYLLINE,ANHYDROUS200MG TAB,SA","THEOPHYLLINE,ANHYDROUS200MG TAB,SA",RE104,F,T,40.37,07/15/2011,07/14/2016,FSS
V797P-5095B,"Mylan Institutional, Inc.",07/15/2009,12/31/2015,51079-0917-20,,100UD,"VERAPAMIL HCL 120MG CAP,SA","VERAPAMIL HCL 120MG CAP,SA",CV200,F,T,40.3,07/15/2009,12/31/2015,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,12/31/2016,17478-0420-40,,40ML,LABETALOL HCL 5MG/ML INJ,LABETALOL HCL 5MG/ML INJ,CV100,F,T,40.3,06/04/2012,12/31/2016,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00085-0924-01,,15GM,"BETAMETHASONE DIPROPIONATE 0.05%/CLOTRIMAZOLE 1% CREAM,TOP",LOTRISONE CREAM,DE250,T,T,40.28,01/01/2015,11/30/2017,FSS
V797D-50378,"BD Rx, Inc",04/15/2015,04/14/2020,76045-0004-10,,24X1ML,MORPHINE SO4 2MG/ML INJ,MORPHINE SO4 2MG/ML INJ,CN101,T,T,40.28,05/15/2015,04/14/2020,FSS
V797D-50378,"BD Rx, Inc",04/15/2015,04/14/2020,76045-0005-10,,24X1ML,MORPHINE SO4 4MG/ML INJ,MORPHINE SO4 4MG/ML INJ,CN101,T,T,40.28,05/15/2015,04/14/2020,FSS
V797D-50378,"BD Rx, Inc",04/15/2015,04/14/2020,76045-0006-10,,24X1ML,MORPHINE SO4 5MG/ML INJ,MORPHINE SO4 5MG/ML INJ,CN101,T,T,40.28,05/15/2015,04/14/2020,FSS
V797D-50378,"BD Rx, Inc",04/15/2015,04/14/2020,76045-0007-10,,24X1ML,MORPHINE SO4 8MG/ML INJ,MORPHINE SO4 8MG/ML INJ,CN101,T,T,40.28,05/15/2015,04/14/2020,FSS
V797D-50378,"BD Rx, Inc",04/15/2015,04/14/2020,76045-0008-10,,24X1ML,MORPHINE SO4 10MG/ML INJ,MORPHINE SO4 10MG/ML INJ,CN101,T,T,40.28,05/15/2015,04/14/2020,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,60793-0205-05,,1,"THROMBIN 5000UNT/VIL SOLN,NASAL,KIT W/SYRINGE",THROMBIN-JMI EPISTAXIS KIT,BL116,T,T,40.26,01/01/2015,10/31/2019,Big4
V797D-40305,"ConvaTec, Inc.",01/01/2015,12/31/2020,43553-3248-09,,48X8oz,ALOE VESTA SKIN CONDITIONER,ALOE VESTA SKIN CONDITIONER,DE900,F,T,40.24,01/01/2015,12/31/2020,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,12/31/2016,76478-0002-05,,5ML,"TIMOLOL HEMIHYDRATE 0.5% SOLN,OPH",BETIMOL 0.5% OPHTH SOL,OP101,T,T,40.24,01/01/2015,12/31/2016,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,12/31/2016,76478-0002-05,,5ML,"TIMOLOL HEMIHYDRATE 0.5% SOLN,OPH",BETIMOL 0.5% OPHTH SOL,OP101,T,T,40.24,01/01/2015,12/31/2016,FSS
V797D-30116,Baxter Healthcare Corporation,10/15/2013,10/14/2018,00941-0679-53,,5X3000ML,ICODEXTRIN 7.5% SOLN,"EXTRANEAL PD SOLN.,7.5% ICODEXTRIN 3000ML",IR200,T,T,40.23,01/01/2015,10/14/2018,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00009-0870-26,,25X2ML,"CLINDAMYCIN PO4 150MG/ML INJ,VIL,2ML",CLEOCIN PHOSPHATE STERILE SOLUTION,AM350,T,T,40.2,01/01/2015,10/31/2019,Big4
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0104-25,,25ML,"ETOPOSIDE 20MG/ML INJ,VIL,25ML","ETOPOSIDE 20MG/ML INJ,VIL,25ML MDV",AN900,F,T,40.2,04/15/2012,04/14/2017,FSS
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0211-10,,1X10ML,"OXALIPLATIN 5MG/ML (PF) INJ,SOLN","OXALIPLATIN 5MG/ML (PF) INJ,SOLN",AN900,T,T,40.2,05/01/2015,04/14/2017,Big4
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0211-10,,1X10ML,"OXALIPLATIN 5MG/ML (PF) INJ,SOLN","OXALIPLATIN 5MG/ML (PF) INJ,SOLN",AN900,T,T,40.2,05/01/2015,04/14/2017,FSS
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0465-57,,25X50ML,BUPIVACAINE HCL 125MG/50ML VIL INJ,SENSORCAINE HCL 125MG/50ML INJ,CN204,F,T,40.2,04/15/2012,04/14/2017,FSS
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0604-01,,10X1ML,PROPRANOLOL HCL 1MG/ML INJ,PROPRANOLOL HCL 1MG/ML INJ,CV100,F,T,40.2,04/15/2012,04/14/2017,FSS
V797P-2226D,"Exelan Pharmaceuticals, Inc.",07/15/2012,07/14/2017,76282-0208-10,,1000,CITALOPRAM HYDROBROMIDE 40MG TAB,CITALOPRAM HYDROBROMIDE 40MG TAB,CN609,F,T,40.2,07/15/2014,07/14/2017,FSS
V797P-5258B,"Caraco Pharmaceutical Laboratories, Inc.",07/15/2011,07/14/2016,57664-0118-13,,500,"VERAPAMIL HCL 240MG TAB,SA","VERAPAMIL HCL 240MGTAB,SA",CV200,F,T,40.2,12/15/2012,07/14/2016,FSS
V797P-5270B,"Perrigo Sourcing Solutions, Inc.",09/01/2011,08/31/2016,00574-0107-77,,70UD,CLOTRIMAZOLE 10MG TROCHE  UD,CLOTRIMAZOLE 10MG TROCHE  UD,NT900,F,T,40.2,04/15/2014,08/31/2016,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,12/31/2016,17478-0510-02,,10X2ML,"PHYSOSTIGMINE SALICYLATE 1MG/ML INJ,AMP,2ML",PHYSOSTIGMINE SALICYLATE 1MG/ML INJ,AU300,F,T,40.18,01/01/2011,12/31/2016,FSS
V797P-5234B,"Medline Industries, Inc.",03/15/2011,03/14/2016,53329-0970-06,,12X480GM,"ALCOHOL,ETHYL 70% GEL,TOP",EPI-CLENZ HAND SANITIZER GEL,DE700,F,T,40.18,03/15/2011,03/14/2016,FSS
V797P-5220B,"Braintree Laboratories, Inc.",02/01/2011,01/31/2016,52268-0901-01,,2,"MAGNESIUM SO4/POTASSIUM SO4/SODIUM SO4 SOLN,ORAL,KIT",SUCLEAR KIT,GA202,T,T,40.17,01/01/2015,01/31/2016,Big4
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,51672-1261-01,,15GM,"DESOXIMETASONE 0.05% GEL,TOP","DESOXIMETASONE 0.05% GEL,TOP",DE200,F,T,40.15,09/15/2011,03/31/2016,FSS
V797P-5913X,"Actavis Pharma, Inc.",07/15/2006,10/31/2015,52544-0046-13,,3.5ML,"PODOFILOX 0.5% SOLN,TOP",CONDYLOX 0.5% TOPICAL SOLN,DE500,T,T,40.12,01/01/2015,10/31/2015,FSS
V797P-2143D,Purdue Pharma LP,05/01/2012,04/30/2017,59011-0445-01,,10X1ML,HYDROMORPHONE HCL 10MG/ML INJ,DILAUDID HP 10MG/1ML AMPULE,CN101,T,T,40.09,01/01/2015,04/30/2017,FSS
V797P-2228D,Actavis Inc.,08/15/2012,08/14/2017,00228-3505-06,,60,"MORPHINE SO4 60MG CAP,SA","MORPHINE SO4 60MG CAP,SA",CN101,T,T,40.09,09/25/2015,08/14/2017,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00069-0062-01,,25X1ML,"HEPARIN NA 10000 UNT/ML INJ,VIL,1ML","HEPARIN NA 10000 UNT/ML INJ,VIL,1ML",BL110,T,T,40.04,03/15/2015,10/31/2019,Big4
V797P-5062B,GlaxoSmithKline Consumer Healthcare,04/01/2009,03/31/2016,00135-0514-03,,108,NICOTINE POLACRILEX 2MG LOZENGE,NICORETTE LOZENGES 2MG ORIGINAL FLAVOR,AD900,F,T,40.03,12/01/2010,03/31/2016,FSS
V797P-5062B,GlaxoSmithKline Consumer Healthcare,04/01/2009,03/31/2016,00135-0515-03,,108,NICOTINE POLACRILEX 4MG LOZENGE,NICORETTE LOZENGES 4MG ORIGINAL FLAVOR,AD900,F,T,40.03,12/01/2010,03/31/2016,FSS
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0137-20,,20ML,BLEOMYCIN SO4 30UNT/VIL INJ,BLEOMYCIN SO4 30UNT/VIL INJ,AN200,F,T,40,10/01/2014,04/14/2017,FSS
V797P-2226D,"Exelan Pharmaceuticals, Inc.",07/15/2012,07/14/2017,76282-0257-01,,100,NABUMETONE 500MG TAB,NABUMETONE 500MG TAB,CN609,F,T,40,09/04/2013,07/14/2017,FSS
V797P-5086B,"X-Gen Pharmaceuticals, Inc.",06/01/2009,03/31/2016,39822-5500-03,,25X1ML,PROMETHAZINE HCL 25MG/ML INJ,PROMETHAZINE HCL 25MG/ML INJ,AH100,F,T,40,03/15/2015,03/31/2016,FSS
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,60429-0023-05,,500,AMPICILLIN TRIHYDRATE 250MG CAP,AMPICILLIN TRIHYDRATE 250MG CAP,AM052,F,T,40,09/01/2010,03/31/2016,FSS
V797P-5165B,Rhodes Pharmaceuticals L.P.,02/15/2011,02/14/2016,42858-0302-50,,500,HYDROMORPHONE HCL  4MG TAB,HYDROMORPHONE HCL  4MG TAB,CN101,F,T,40,02/15/2011,02/14/2016,FSS
V797P-5980X,TEVA Pharm,04/15/2008,03/31/2016,50111-0647-03,,1000,FLUOXETINE HCL 10MG CAP,FLUOXETINE HCL 10MG CAP,CN609,F,T,40,09/01/2010,03/31/2016,FSS
VA797P-15-C-0036,bioCSL Inc.,04/29/2015,03/31/2016,33332-0115-10,,1,"INFLUENZA TRIVALENT VIRUS VACCINE ,VIAL",AFLURIA 10 MDV TIV,IM100,T,F,40,04/29/2015,03/31/2016,NC
V797D-30110,"Blu Pharmaceuticals, LLC",04/01/2013,03/31/2018,00472-0987-92,,60ML,"CLINDAMYCIN PO4 1% SOLN,TOP","CLINDAMYCIN PO4 1% SOLN,TOP",DE752,F,T,39.99,04/15/2015,03/31/2018,FSS
V797P-5234B,"Medline Industries, Inc.",03/15/2011,03/14/2016,53329-0777-96,,144X7.5GM,"BARRIER CREAM,TOP",INZO BARRIER CREAM,XA602,F,T,39.98,03/15/2011,03/14/2016,FSS
V797D-30173,Wallace Pharmaceuticals Inc.,05/15/2013,05/14/2018,51525-0234-03,,30ML,"AZELASTINE HCL 205.5MCG/SPRAY INHL,NASAL,30ML","AZELASTINE HCL 205.5MCG/SPRAY INHL,NASAL,30ML",NT400,T,T,39.96,08/01/2015,05/14/2018,FSS
V797P-5153B,"AvKare, Inc.",04/01/2010,01/31/2016,42291-0619-90,,90,MINOXIDIL 10MG TAB,MINOXIDIL 10MG TAB,CV490,F,T,39.96,10/18/2013,01/31/2016,FSS
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0483-27,,25X20ML,LIDOCAINE HCL 2% INJ,XYLOCAINE 2% INJ MDV,CN204,T,T,39.95,01/01/2015,04/14/2017,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00085-0370-01,,15GM,"MOMETASONE FUROATE 0.1% OINT,TOP",ELOCON OINTMENT,DE200,T,T,39.9,01/01/2015,11/30/2017,FSS
V797D-30226,"Sandoz, Inc",08/15/2013,08/14/2018,00168-0163-30,,30GM,"CLOBETASOL PROPIONATE 0.05% CREAM,TOP","CLOBETASOL PROPIONATE 0.05% CREAM,TOP",DE200,F,T,39.9,09/01/2015,08/14/2018,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00008-0923-55,,10X10ML,PANTOPRAZOLE NA 40MG/VIL INJ,PROTONIX IV 40MG/VIL INJ,GA900,T,T,39.9,01/01/2015,10/31/2019,FSS
V797P-5240B,Upsher-Smith,06/01/2011,05/31/2016,00832-0465-30,,30GM,"NYSTATIN 100000UNT/GM PWDR,TOP",NYAMYC POWDER,DE102,F,T,39.87,07/01/2012,05/31/2016,FSS
VA797P-12-C-0033,Baxter Healthcare Corporation,09/17/2012,09/16/2016,00338-0505-48,,24X100ML,GENTAMICIN SO4 1MG/ML INJ,ISOTONIC GENTAMICIN SULFATE INJ 100MG #2B0863,AM300,F,F,39.84,09/17/2015,09/16/2016,NC
V797P-5913X,"Actavis Pharma, Inc.",07/15/2006,10/31/2015,00591-3221-26,,1X5ML,TESTOSTERONE ENANTHATE 200MG/ML INJ,TESTOSTERONE ENANTHATE 200MG/ML INJ,HS100,F,T,39.8,09/15/2011,10/31/2015,FSS
VA797-P-0249,Golden State Medical Inc.,10/19/2011,10/18/2015,60429-0315-01,,100,"ETODOLAC 600MG TAB,SA","ETODOLAC 600MG TAB,SA",MS102,F,T,39.8,10/19/2011,10/18/2015,NC
V797P-5243B,"TrillaMed, LLC",05/01/2011,04/30/2016,00264-7707-00,,24X1000ML,ISOLYTE S PH 7.4 INJ,"ISOLYTE S PH 7.4 INJ,EXCEL",TN102,F,T,39.79,06/15/2012,04/30/2016,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,60793-0705-05,,1,"THROMBIN 5000UNIT/VIL (BOVINE) SPRAY, TOP KIT","THROMBIN-JMI TOPICAL SYRINGE SPRAY KIT 5,000",BL116,T,T,39.77,01/01/2015,10/31/2019,Big4
VA797P-15-C-0042,"Mylan Pharmaceuticals, Inc",07/01/2015,06/30/2016,00378-0023-05,,500,DILTIAZEM HCL 30MG TAB,DILTIAZEM HCL 30MG TAB,CV200,F,T,39.76,07/01/2015,06/30/2016,NC
V797P-5913X,"Actavis Pharma, Inc.",07/15/2006,10/31/2015,52544-0084-30,,30,"OXYBUTYNIN CL 10% GEL,TOP,PKT,1GM",GELNIQUE 10% T-GEL SACHETS,GU201,T,T,39.74,01/01/2015,10/31/2015,FSS
V797D-30291,Zydus Pharmaceuticals (USA) Inc.,12/01/2013,11/30/2018,68382-0077-16,,90,"FENOFIBRIC ACID 45MG CAP,EC",TRILIPIX 45MG ACPS,CV350,T,T,39.72,01/01/2015,11/30/2018,FSS
V797D-40177,"Mallinckrodt, LLC",07/01/2014,06/30/2019,00406-9933-03,,30,IMIPRAMINE PAMOATE 125MG CAP,IMIPRAMINE PAMOATE 125MG CAP,CN601,T,T,39.71,01/01/2015,06/30/2019,FSS
